run,model_seed,label_rank_seed,budget,rep,probe,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95,source,prospective_under_current_plan
5,342,9301,20000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.762762069702149,0.7070182291666667,0.0054459785229016,0.990929994890138,0.825237849174747,54299,497,90763,22501,5.4459785229016,0.0049787893705065,0.0059450112766839,0.9833222943678436,0.9852560202449276,0.9575287435932954,0.0335963182117028,0.0708196362042516,NEW_N5_CURRENT_PLAN,True
5,342,9301,20000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.762762069702149,0.718438549317066,0.0104940970703979,0.9920200975321412,0.833350143924523,53704,432,40734,21047,10.494097070397904,0.0095322227674736,0.0115259206947193,0.9877515315765176,0.978380402729447,0.9676240884836108,0.0546810474663557,0.1080503327989117,NEW_N5_CURRENT_PLAN,True
5,342,9301,20000,R0,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.762762069702149,0.7061394850390592,0.0053817618072089,0.990388418637766,0.8244513590490773,50078,486,89819,20840,5.381761807208903,0.0049149893772293,0.0058807241109913,0.9823142455681078,0.9852439024635888,0.9554966768456978,0.032921765129284,0.0698521676540612,NEW_N5_CURRENT_PLAN,True
5,342,9301,20000,R0,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.762762069702149,0.7176147452114203,0.010288367546432,0.9915904278694418,0.8326442295596166,49641,421,40499,19534,10.288367546432063,0.0093333151244231,0.011313833757711,0.9869457335350114,0.9783736409880308,0.9656311552956868,0.0541544477028348,0.1073069403714565,NEW_N5_CURRENT_PLAN,True
5,342,9301,20000,R0,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.762762069702149,0.6877259701652427,0.0069878242456326,0.9974363954165858,0.8141208547333714,25679,66,9379,11660,6.98782424563261,0.0054083846265516,0.0088817604881413,0.9952553882485772,0.9823768113961264,0.986816219866694,0.0475383800952885,0.0850185283218634,NEW_N5_CURRENT_PLAN,True
5,342,9301,200000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.534840822219849,0.7792447916666667,0.0061582292351523,0.9906965964772878,0.8723398052591685,59846,562,90698,16954,6.158229235152312,0.0056609301974939,0.0066872981089901,0.9878596969244832,0.9890162480053556,0.972809412559462,0.0211702827087442,0.0478194170501862,NEW_N5_CURRENT_PLAN,True
5,342,9301,200000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.534840822219849,0.7895412770397721,0.0115872321818976,0.9919826542960872,0.8792598717289772,59019,477,40689,15732,11.587232181897685,0.0105758451665335,0.0126683593028246,0.99132724622603,0.984357211515439,0.979015687301726,0.0350289073507263,0.0726084632949521,NEW_N5_CURRENT_PLAN,True
5,342,9301,200000,R0,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.534840822219849,0.7801686454778759,0.0061347655168595,0.9900862531763358,0.8726813880126184,55328,554,89751,15590,6.134765516859531,0.0056358666048958,0.0066657749759674,0.9874002467391,0.9892580084932008,0.9716695337118848,0.0206079397597032,0.0456453131055866,NEW_N5_CURRENT_PLAN,True
5,342,9301,200000,R0,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.534840822219849,0.7908782074448861,0.0114613880742913,0.9915002356011454,0.8798983538796813,54709,469,40451,14466,11.4613880742913,0.0104526238152077,0.0125403387166989,0.9910251050972912,0.984849360975129,0.978408787340698,0.0335777126099706,0.0685972629521016,NEW_N5_CURRENT_PLAN,True
5,342,9301,200000,R0,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.534840822219849,0.7543587134095717,0.0089994706193753,0.996991363443296,0.8588678324770166,28167,85,9360,9172,8.999470619375332,0.0071946038990732,0.0111161243070289,0.9962921234468048,0.9861795773237608,0.9918574463063488,0.0292218104817363,0.0631021704605611,NEW_N5_CURRENT_PLAN,True
