run,model_seed,label_rank_seed,budget,rep,probe,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95,source,prospective_under_current_plan,n10_source_group
0,42,20260813,10000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.407734155654908,0.7381713046620889,0.0097507331378299,0.9922467063075668,0.8465561975181743,51063,399,40521,18112,9.750733137829911,0.0088213532116194,0.0107506346599747,0.9903098576581923,0.983827539062707,0.9752651283738272,0.0385874877810361,0.0755865102639296,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,10000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.407734155654908,0.6841372291705723,0.0069878242456326,0.9974229823122877,0.8115965051628277,25545,66,9379,11794,6.98782424563261,0.0054083846265516,0.0088817604881413,0.9961362314713984,0.985945639830542,0.990481242448354,0.0341979883536262,0.0634197988353626,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,100000,RUT,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.0693950653076176,0.8317838541666667,0.0054459785229016,0.9922799714188076,0.904971029480514,63881,497,90763,12919,5.4459785229016,0.0049787893705065,0.0059450112766839,0.991544425979598,0.9920338874107404,0.9850654810254657,0.0114836730221345,0.0277777777777777,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,100000,RUT,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.0693950653076176,0.8379954783213602,0.0101297186998979,0.9933870405023946,0.9090988251855828,62641,417,40749,12110,10.129718699897976,0.0091849356474426,0.0111445227475618,0.9940422083511272,0.9890977903154368,0.988205052878966,0.0195063887674294,0.0440169071563912,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,100000,RUT,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.0693950653076176,0.8338503623903664,0.0054260561430707,0.9917819706498952,0.9059850011107452,59135,490,89815,11783,5.426056143070705,0.0049573329710398,0.0059269643472769,0.9912466649554464,0.9921719749262942,0.9843619876006292,0.0112286141409667,0.0264215713415646,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,100000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.0693950653076176,0.840534875316227,0.0100195503421309,0.9929979164531884,0.9104275458196652,58144,410,40510,11031,10.019550342130987,0.0090772455068981,0.0110323225554507,0.9938597243540676,0.9894545016482132,0.9876756653871775,0.0189882697947214,0.0416911045943304,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,100000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.0693950653076176,0.810519831811243,0.0081524616199047,0.9974621798885996,0.8943262411347519,30264,77,9368,7075,8.152461619904711,0.0064389971412495,0.0101787885776516,0.9973678874868748,0.990333911589168,0.9949387320191796,0.0181048173636844,0.0398094229751191,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,20000,RUT,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.328731298446656,0.7680338541666667,0.0051172474249397,0.9921449236358744,0.8658221530693128,58985,467,90793,17815,5.117247424939733,0.004664629878649,0.0056017445673401,0.9895559754755952,0.990470974856066,0.9768233914161756,0.0179706333552487,0.0391957045803199,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,20000,RUT,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.328731298446656,0.7747053551123062,0.0096681727639314,0.9931741785003771,0.8704409322180386,57910,398,40768,16841,9.6681727639314,0.0087454997473152,0.010660959176826,0.9924083864629498,0.986393320699132,0.9814879649890592,0.0308264101442938,0.0643735121216537,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,20000,RUT,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.328731298446656,0.7697763614315124,0.0051049222080726,0.9916260989609824,0.8667301738509168,54591,461,89844,16327,5.104922208072643,0.0046505311982684,0.005591533930446,0.9888537421146452,0.9903688784640964,0.9752230233410728,0.0179613531919605,0.0390565306461436,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,20000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.328731298446656,0.7773183953740513,0.0095796676441837,0.9927625870058896,0.8719291702476122,53771,392,40528,15404,9.579667644183774,0.0086586083099726,0.0105712834240508,0.9919134552753236,0.9863924699387876,0.9803949357520786,0.0304252199413489,0.0638074291300097,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,20000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.328731298446656,0.7203192372586303,0.0068819481206987,0.9975891101962092,0.8365785381026439,26896,65,9380,10443,6.881948120698782,0.0053152409466182,0.0087633115996446,0.9967451903535948,0.9881008494546504,0.9917089578661632,0.0297511911064055,0.0547379565907887,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,50000,RUT,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.130564451217652,0.8198177083333333,0.0055665132588209,0.9919962186859934,0.897725814500606,62962,508,90752,13838,5.566513258820951,0.0050940936068277,0.0060707636497902,0.9910417515512924,0.9916126721557912,0.9840693602118392,0.0122616699539776,0.0301994301994302,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,50000,RUT,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.130564451217652,0.8262631938034274,0.0104455132876645,0.9930861497893688,0.9020263609478256,61764,430,40736,12987,10.445513287664578,0.009485899951836,0.0114750854404498,0.9936501193332228,0.9883635444928583,0.9872624550590652,0.0210853617062624,0.048340863819657,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,50000,RUT,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.130564451217652,0.8249104599678502,0.0055257183987597,0.991542372881356,0.9005834449421943,58501,499,89806,12417,5.525718398759759,0.005052635428163,0.0060309755953173,0.990761489178456,0.9917893954667438,0.9836068099530082,0.0117822933392392,0.0286362881346547,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,50000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.130564451217652,0.8319913263462233,0.010288367546432,0.9927381239866148,0.9052843514302116,57553,421,40499,11622,10.288367546432063,0.0093333151244231,0.011313833757711,0.993480523498876,0.9887739176391496,0.9870335732175126,0.0199902248289345,0.0457722385141739,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
0,42,20260813,50000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.130564451217652,0.7932992313666676,0.007940709370037,0.9974744073275862,0.8837472961885583,29621,75,9370,7718,7.940709370037057,0.0062508467032469,0.0099437167937724,0.997198504805825,0.9895994294672236,0.994559754006268,0.0194812069878242,0.0426680783483324,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,20000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.6767647266387944,0.7169401041666666,0.0056103440718825,0.9907868929156244,0.8319068087903123,55061,512,90748,21739,5.610344071882533,0.0051360367119493,0.0061164775349342,0.983845707887567,0.9854480375152952,0.9588032125171654,0.0325443786982248,0.0678829717291255,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,20000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.6767647266387944,0.728538748645503,0.0107370159840645,0.9919491448243202,0.8400795976922839,54459,442,40724,20292,10.73701598406452,0.0097639169655869,0.0117800171142084,0.9882151153988208,0.979027127419427,0.9683209073375744,0.0534664528980226,0.1054996842054122,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,20000,R0,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.6767647266387944,0.7124284384782424,0.005581086318587,0.9901230696872304,0.8286290653239958,50524,504,89801,20394,5.581086318587011,0.0051055984950085,0.0060887424154386,0.9826420934137154,0.9852383364722463,0.9555532268447132,0.0328774707934222,0.0679475112120037,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,20000,R0,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.6767647266387944,0.7240332490061439,0.0106060606060606,0.9914091727864764,0.8368840543385634,50085,434,40486,19090,10.606060606060607,0.0096361621433416,0.0116463102822492,0.9873261682276364,0.9788455743769696,0.9657825345121762,0.0539100684261974,0.104863147605083,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,20000,R0,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.6767647266387944,0.6871367738825357,0.0064584436209634,0.9976281203826114,0.8137716669045466,25657,61,9384,11682,6.458443620963473,0.0049436938020252,0.0082885109275938,0.9952221129322844,0.9824041289618785,0.9873956986719944,0.0454208575966119,0.0874536791953414,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,200000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.5348377227783208,0.7792447916666667,0.0061582292351523,0.9906965964772878,0.8723398052591685,59846,562,90698,16954,6.158229235152312,0.0056609301974939,0.0066872981089901,0.9878596953278096,0.9890162470779456,0.972809412559462,0.0211702827087442,0.0478194170501862,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,200000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.5348377227783208,0.7895412770397721,0.0115872321818976,0.9919826542960872,0.8792598717289772,59019,477,40689,15732,11.587232181897685,0.0105758451665335,0.0126683593028246,0.9913272446746486,0.9843572092406434,0.979015687301726,0.0350289073507263,0.0726084632949521,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,200000,R0,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.5348377227783208,0.7801686454778759,0.0061347655168595,0.9900862531763358,0.8726813880126184,55328,554,89751,15590,6.134765516859531,0.0056358666048958,0.0066657749759674,0.9874002446048692,0.9892580070098108,0.9716695337118848,0.0206079397597032,0.0456453131055866,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,200000,R0,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.5348377227783208,0.7908782074448861,0.0114613880742913,0.9915002356011454,0.8798983538796813,54709,469,40451,14466,11.4613880742913,0.0104526238152077,0.0125403387166989,0.9910251031718984,0.9848493577956372,0.978408787340698,0.0335777126099706,0.0685972629521016,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,200000,R0,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.5348377227783208,0.7543587134095717,0.0089994706193753,0.996991363443296,0.8588678324770166,28167,85,9360,9172,8.999470619375332,0.0071946038990732,0.0111161243070289,0.996292123170298,0.986179575905992,0.9918574463063488,0.0292218104817363,0.0631021704605611,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,10000,RUT,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.407866477966309,0.7530729166666666,0.0050405435020819,0.9921092356250858,0.8562207615325398,57836,460,90800,18964,5.040543502081963,0.0045913938301902,0.0055215813781482,0.9874430597542376,0.9883207181347706,0.974717279111086,0.0196471619548542,0.0485316677624369,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,10000,RUT,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.407866477966309,0.7611001859506896,0.009692464655298,0.9930356768833344,0.8617344349946608,56893,399,40767,17858,9.692464655298062,0.0087686145859449,0.0106864232096727,0.990861684815582,0.9834791805804128,0.9802161941668366,0.0329883884759267,0.0759850361949181,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,10000,RUT,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.407866477966309,0.7484559632251333,0.005016333536349,0.9915377718000448,0.8530172760144636,53079,453,89852,17839,5.016333536349039,0.0045659762483531,0.005498921630171,0.9865223556934948,0.988155246887856,0.9724850313085608,0.0199988926416034,0.0484358562648801,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,10000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.407866477966309,0.7573111673292374,0.0095796676441837,0.9925728035771804,0.8591272118995688,52387,392,40528,16788,9.579667644183774,0.0086586083099726,0.0105712834240508,0.9902039767743948,0.9834043861443398,0.9782700919160972,0.0337976539589442,0.0754887585532746,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,10000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.407866477966309,0.7348081094833819,0.0061408152461619,0.9978905255501,0.8463769010087301,27437,58,9387,9902,6.14081524616199,0.0046661837425527,0.0079312863338884,0.996619551975611,0.9873621381289148,0.9932905742913724,0.0240338803599788,0.0531498147167813,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,100000,RUT,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.122040748596192,0.8421875,0.0052487398641244,0.9926487515155236,0.9112490226051184,64680,479,90781,12120,5.248739864124479,0.0047902382248018,0.0057391065328666,0.9918212181890208,0.9920959396858334,0.9871187021592596,0.0098838483453868,0.0261450799912338,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,100000,RUT,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.122040748596192,0.8486441652954475,0.0095710051984647,0.9938274506117716,0.91551572354274,63437,394,40772,11314,9.571005198464752,0.0086530556697062,0.0105590878244817,0.9944078658722334,0.9897184939444876,0.98983434842734,0.0167856969343633,0.0410290045182917,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,100000,RUT,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.122040748596192,0.8430017766998505,0.0052156580477271,0.9921832213094348,0.9115290494232808,59784,471,89834,11134,5.215658047727147,0.0047562745269038,0.0057072498219089,0.9915422539396446,0.9922417866139543,0.9864468071954008,0.0097115331377,0.0250262997619179,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,100000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.122040748596192,0.8499457896638959,0.0094574780058651,0.9934608495826434,0.9161167680765364,58795,387,40533,10380,9.457478005865102,0.0085424088228912,0.0104431287007133,0.9942484928374362,0.9900996721237346,0.9893402386134368,0.0163978494623655,0.0387341153470185,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,100000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.122040748596192,0.8304989421248561,0.0071995764955002,0.9978119570113908,0.9064998465293712,31010,68,9377,6329,7.199576495500265,0.0055949641049867,0.0091183723104806,0.9976360519821142,0.9912037367390252,0.9959406204628284,0.0145050291159343,0.0369507676019057,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,20000,RUT,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.1606817245483403,0.7782421875,0.0052158667543282,0.992098929371732,0.8722536393155532,59769,476,90784,17031,5.215866754328293,0.0047588290553796,0.0057047731024981,0.9887153794159852,0.9893751823430308,0.9773758855219808,0.0175323252246329,0.0408941485864562,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,20000,RUT,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.1606817245483403,0.78575537451004,0.0097410484380313,0.993219135228368,0.8773900573613767,58736,401,40765,16015,9.741048438031386,0.0088148488064991,0.0107373467486138,0.9919529284413124,0.9853834762505138,0.9819882938506224,0.0299761939464606,0.0651751445367536,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,20000,RUT,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.1606817245483403,0.773470769057221,0.0052045844637616,0.9915044375756918,0.8690203658082556,54853,470,89835,16065,5.204584463761696,0.0047456977569538,0.0056956806622175,0.9879680509894452,0.989318325860668,0.975206611570248,0.017972426775926,0.0409279663363047,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,20000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.1606817245483403,0.7816263100831226,0.0096529814271749,0.9927475029377204,0.8746269381020552,54069,395,40525,15106,9.652981427174977,0.0087283468449769,0.0106481574853043,0.9914364469451205,0.9854707260652268,0.9805190714668178,0.0302297165200391,0.0649315738025415,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,20000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.1606817245483403,0.741262486943946,0.0065643197458973,0.9977649603460708,0.8505969667634721,27678,62,9383,9661,6.564319745897301,0.005036421561052,0.008407366576794,0.9967145438778948,0.9877945334556602,0.9929970747274178,0.0250926416093171,0.049655902593965,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,50000,RUT,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.103220939636231,0.8250390625,0.0055445978522901,0.992077533701796,0.9008807910769252,63363,506,90754,13437,5.544597852290161,0.0050731248873558,0.0060479038822839,0.9909949961395834,0.9914226366887876,0.984211500405746,0.0121520929213236,0.0295967565198334,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,50000,RUT,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.103220939636231,0.8319487364717529,0.0102268862653646,0.993275834531225,0.9054826333529896,62189,421,40745,12562,10.22688626536462,0.0092775149924196,0.0112462593155351,0.993700745665816,0.988516348194612,0.987349388749468,0.0209396103580624,0.0477335665354904,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,50000,RUT,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.103220939636231,0.8264474463464847,0.0055146448147943,0.9915747445354268,0.9015120052912496,58610,498,89807,12308,5.514644814794308,0.0050420442821714,0.0060194207682089,0.9906029224199828,0.9915092846805,0.9833911100839688,0.0119373235147555,0.0289906428215491,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,50000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.103220939636231,0.8340730032526201,0.0101173020527859,0.9928757033952263,0.90657260028597,57697,414,40506,11478,10.117302052785924,0.0091703415842686,0.0111347103419533,0.9934612603841716,0.9888284764828884,0.9867845598022438,0.0203812316715542,0.046041055718475,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
1,62,20260823,50000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.103220939636231,0.8101448887222475,0.0075172048703017,0.9976583885755748,0.8941767661838604,30250,71,9374,7089,7.517204870301747,0.0058755321330082,0.0094726055657797,0.9973629226214342,0.9902005165753384,0.9949669893714658,0.0179989412387506,0.0390682901005823,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
2,82,20260833,20000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.6264185905456547,0.7138151041666667,0.0060267367959675,0.9900670025825792,0.829546572243533,54821,550,90710,21979,6.026736795967565,0.0055348575792639,0.0065503990870443,0.9823081565051164,0.9842706883720508,0.9520005509262448,0.0381875958799035,0.0813938198553583,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
2,82,20260833,20000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.6264185905456547,0.7243247581972148,0.0117815673128309,0.9911219315748044,0.8369763487401453,54144,485,40681,20607,11.781567312830978,0.0107616347206421,0.012871203621239,0.987108460852512,0.977109532319831,0.9628744400395014,0.0630131662051207,0.1227955108584754,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
2,82,20260833,20000,R0,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.6264185905456547,0.7105389322879946,0.0059797353413432,0.9893972118594148,0.8270960541001904,50390,540,89765,20528,5.979735341343226,0.0054872791868714,0.0065043178971318,0.9812605800792992,0.98434597827122,0.9487091835976398,0.0382149382647693,0.0799734233984829,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
2,82,20260833,20000,R0,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.6264185905456547,0.7209541019154319,0.0116080156402737,0.9905654755993406,0.8345241880155955,49872,475,40445,19303,11.608015640273704,0.0105927410265287,0.0126934488635176,0.9862653261462396,0.9772091572191598,0.9600474927527292,0.0633186705767351,0.1214565004887585,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
2,82,20260833,20000,R0,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.6264185905456547,0.6791022791183481,0.0076230809952355,0.9971685870462856,0.8079594697935253,25357,72,9373,11982,7.623080995235575,0.0059692332824942,0.0095905084028879,0.9943372398098954,0.979141104711981,0.9835830504506614,0.0593965060878771,0.1086289041821069,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
2,82,20260833,200000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.5348377227783208,0.7792447916666667,0.0061582292351523,0.9906965964772878,0.8723398052591685,59846,562,90698,16954,6.158229235152312,0.0056609301974939,0.0066872981089901,0.9878596953278096,0.9890162470779456,0.972809412559462,0.0211702827087442,0.0478194170501862,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
2,82,20260833,200000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.5348377227783208,0.7895412770397721,0.0115872321818976,0.9919826542960872,0.8792598717289772,59019,477,40689,15732,11.587232181897685,0.0105758451665335,0.0126683593028246,0.9913272446746486,0.9843572092406434,0.979015687301726,0.0350289073507263,0.0726084632949521,HISTORICAL_CANONICAL_N5,False,HISTORICAL_N5
