run,model_seed,label_rank_seed,budget,rep,probe,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95,source,prospective_under_current_plan
0,42,20260813,200000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.013790130615235,0.8662378026743766,0.0098240469208211,0.9933359856773424,0.9254434397176812,59922,402,40518,9253,9.824046920821116,0.0088911240252174,0.0108274765608553,0.994696469330226,0.9907929200488512,0.9908192652229948,0.0141006842619745,0.0349462365591397,HISTORICAL_CANONICAL_N5,False
0,42,20260813,200000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.013790130615235,0.846059080318166,0.0074113287453679,0.997789078045545,0.9156811594202898,31591,70,9375,5748,7.411328745367919,0.0057819189546625,0.0093546164952586,0.9977371198324468,0.9916000016502828,0.996062875580948,0.014081524616199,0.0345156167284277,HISTORICAL_CANONICAL_N5,False
0,42,20260813,50000,RUT,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.130564451217652,0.8198177083333333,0.0055665132588209,0.9919962186859934,0.897725814500606,62962,508,90752,13838,5.566513258820951,0.0050940936068277,0.0060707636497902,0.9910417515512924,0.9916126721557912,0.9840693602118392,0.0122616699539776,0.0301994301994302,HISTORICAL_CANONICAL_N5,False
0,42,20260813,50000,RUT,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.130564451217652,0.8262631938034274,0.0104455132876645,0.9930861497893688,0.9020263609478256,61764,430,40736,12987,10.445513287664578,0.009485899951836,0.0114750854404498,0.9936501193332228,0.9883635444928583,0.9872624550590652,0.0210853617062624,0.048340863819657,HISTORICAL_CANONICAL_N5,False
0,42,20260813,50000,RUT,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.130564451217652,0.8249104599678502,0.0055257183987597,0.991542372881356,0.9005834449421943,58501,499,89806,12417,5.525718398759759,0.005052635428163,0.0060309755953173,0.990761489178456,0.9917893954667438,0.9836068099530082,0.0117822933392392,0.0286362881346547,HISTORICAL_CANONICAL_N5,False
0,42,20260813,50000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.130564451217652,0.8319913263462233,0.010288367546432,0.9927381239866148,0.9052843514302116,57553,421,40499,11622,10.288367546432063,0.0093333151244231,0.011313833757711,0.993480523498876,0.9887739176391496,0.9870335732175126,0.0199902248289345,0.0457722385141739,HISTORICAL_CANONICAL_N5,False
0,42,20260813,50000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.130564451217652,0.7932992313666676,0.007940709370037,0.9974744073275862,0.8837472961885583,29621,75,9370,7718,7.940709370037057,0.0062508467032469,0.0099437167937724,0.997198504805825,0.9895994294672236,0.994559754006268,0.0194812069878242,0.0426680783483324,HISTORICAL_CANONICAL_N5,False
1,62,20260823,10000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.786459922790528,0.7074088541666667,0.00540214770984,0.9910072598591806,0.8255306863594232,54329,493,90767,22471,5.402147709840018,0.0049368751205673,0.0058992686204411,0.9824702702180218,0.9842316575466616,0.9544600938967136,0.0361385053692746,0.0768902038132807,HISTORICAL_CANONICAL_N5,False
1,62,20260823,10000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.786459922790528,0.7197763240625543,0.0105426808531312,0.991998230023231,0.83424167952306,53804,434,40732,20947,10.542680853131223,0.0095785509731345,0.0115767505771094,0.9871669865727564,0.977218006918892,0.96508892713712,0.0591264635864548,0.1171355001700432,HISTORICAL_CANONICAL_N5,False
1,62,20260823,10000,R0,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.786459922790528,0.7041794748864886,0.0053706882232434,0.990381564334444,0.8231115359891875,49939,485,89820,20979,5.3706882232434525,0.0049044047518805,0.0058691627826424,0.9813003454048064,0.9841278304783976,0.9512504098482816,0.0362216931509883,0.0761751840983334,HISTORICAL_CANONICAL_N5,False
1,62,20260823,10000,R0,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.786459922790528,0.716270328876039,0.0104105571847507,0.9914755672949934,0.8316981258760039,49548,426,40494,19627,10.410557184750733,0.0094497671578252,0.0114417368393714,0.9862608072818412,0.9771323656019962,0.9627356083682526,0.0588954056695992,0.1161779081133919,HISTORICAL_CANONICAL_N5,False
1,62,20260823,10000,R0,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.786459922790528,0.6958408098770722,0.0064584436209634,0.9976577199247398,0.8198542172856645,25982,61,9384,11357,6.458443620963473,0.0049436938020252,0.0082885109275938,0.9952359776747248,0.9823257674725344,0.9882989357323456,0.0421386977236633,0.0907358390682901,HISTORICAL_CANONICAL_N5,False
1,62,20260823,100000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.579985141754151,0.773671875,0.0058075827306596,0.9911590044705412,0.8690145376897651,59418,530,90730,17382,5.807582730659654,0.0053248720388273,0.0063220989231936,0.9875689652899514,0.9888026800858584,0.9712378811296896,0.0224304185842647,0.0497589305281613,HISTORICAL_CANONICAL_N5,False
1,62,20260823,100000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.579985141754151,0.7843373332798224,0.0111499781372977,0.9922320567279866,0.8761207411835027,58630,459,40707,16121,11.14997813729777,0.0101580937831338,0.0122116853179285,0.9910535937366248,0.9839438541977276,0.9778927631865816,0.0369479667686926,0.0756692416071515,HISTORICAL_CANONICAL_N5,False
1,62,20260823,100000,R0,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.579985141754151,0.7736258777743309,0.0057582636620342,0.9906110067889644,0.8687748412535035,54864,520,89785,16054,5.758263662034217,0.0052751607278575,0.0062735160528348,0.9869732604555423,0.988934011225255,0.969912015439087,0.0219256962515918,0.0481590166657438,HISTORICAL_CANONICAL_N5,False
1,62,20260823,100000,R0,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.579985141754151,0.7846910010842068,0.0109726295210166,0.9917960898958524,0.8761712602396998,54281,449,40471,14894,10.972629521016618,0.0099858832154183,0.0120296557816998,0.9906432454774452,0.9842716171001552,0.9771018723417612,0.035654936461388,0.0728250244379276,HISTORICAL_CANONICAL_N5,False
1,62,20260823,100000,R0,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.579985141754151,0.750314684378264,0.0088935944944415,0.9970106761565836,0.8562478032977276,28016,84,9361,9323,8.893594494441503,0.0070999044380267,0.0109992016833245,0.9963179665271912,0.9863202100463906,0.9915961430719784,0.0301746956061408,0.0626786659608258,HISTORICAL_CANONICAL_N5,False
1,62,20260823,20000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.6767647266387944,0.7169401041666666,0.0056103440718825,0.9907868929156244,0.8319068087903123,55061,512,90748,21739,5.610344071882533,0.0051360367119493,0.0061164775349342,0.983845707887567,0.9854480375152952,0.9588032125171654,0.0325443786982248,0.0678829717291255,HISTORICAL_CANONICAL_N5,False
1,62,20260823,20000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.6767647266387944,0.728538748645503,0.0107370159840645,0.9919491448243202,0.8400795976922839,54459,442,40724,20292,10.73701598406452,0.0097639169655869,0.0117800171142084,0.9882151153988208,0.979027127419427,0.9683209073375744,0.0534664528980226,0.1054996842054122,HISTORICAL_CANONICAL_N5,False
1,62,20260823,20000,R0,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.6767647266387944,0.7124284384782424,0.005581086318587,0.9901230696872304,0.8286290653239958,50524,504,89801,20394,5.581086318587011,0.0051055984950085,0.0060887424154386,0.9826420934137154,0.9852383364722463,0.9555532268447132,0.0328774707934222,0.0679475112120037,HISTORICAL_CANONICAL_N5,False
1,62,20260823,20000,R0,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.6767647266387944,0.7240332490061439,0.0106060606060606,0.9914091727864764,0.8368840543385634,50085,434,40486,19090,10.606060606060607,0.0096361621433416,0.0116463102822492,0.9873261682276364,0.9788455743769696,0.9657825345121762,0.0539100684261974,0.104863147605083,HISTORICAL_CANONICAL_N5,False
1,62,20260823,20000,R0,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.6767647266387944,0.6871367738825357,0.0064584436209634,0.9976281203826114,0.8137716669045466,25657,61,9384,11682,6.458443620963473,0.0049436938020252,0.0082885109275938,0.9952221129322844,0.9824041289618785,0.9873956986719944,0.0454208575966119,0.0874536791953414,HISTORICAL_CANONICAL_N5,False
1,62,20260823,200000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.5348377227783208,0.7792447916666667,0.0061582292351523,0.9906965964772878,0.8723398052591685,59846,562,90698,16954,6.158229235152312,0.0056609301974939,0.0066872981089901,0.9878596953278096,0.9890162470779456,0.972809412559462,0.0211702827087442,0.0478194170501862,HISTORICAL_CANONICAL_N5,False
1,62,20260823,200000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.5348377227783208,0.7895412770397721,0.0115872321818976,0.9919826542960872,0.8792598717289772,59019,477,40689,15732,11.587232181897685,0.0105758451665335,0.0126683593028246,0.9913272446746486,0.9843572092406434,0.979015687301726,0.0350289073507263,0.0726084632949521,HISTORICAL_CANONICAL_N5,False
1,62,20260823,200000,R0,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.005,2.5348377227783208,0.7801686454778759,0.0061347655168595,0.9900862531763358,0.8726813880126184,55328,554,89751,15590,6.134765516859531,0.0056358666048958,0.0066657749759674,0.9874002446048692,0.9892580070098108,0.9716695337118848,0.0206079397597032,0.0456453131055866,HISTORICAL_CANONICAL_N5,False
1,62,20260823,200000,R0,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.5348377227783208,0.7908782074448861,0.0114613880742913,0.9915002356011454,0.8798983538796813,54709,469,40451,14466,11.4613880742913,0.0104526238152077,0.0125403387166989,0.9910251031718984,0.9848493577956372,0.978408787340698,0.0335777126099706,0.0685972629521016,HISTORICAL_CANONICAL_N5,False
1,62,20260823,200000,R0,LINEAR,FINAL,LATE_TEST_Q4,0.005,2.5348377227783208,0.7543587134095717,0.0089994706193753,0.996991363443296,0.8588678324770166,28167,85,9360,9172,8.999470619375332,0.0071946038990732,0.0111161243070289,0.996292123170298,0.986179575905992,0.9918574463063488,0.0292218104817363,0.0631021704605611,HISTORICAL_CANONICAL_N5,False
1,62,20260823,50000,R0,LINEAR,FINAL,OFFICIAL_TEST,0.005,2.6377375125885014,0.754609375,0.0056980056980056,0.9911071587372166,0.856838712538995,57954,520,90740,18846,5.698005698005698,0.0052199452809014,0.0062078830102889,0.9867194197944664,0.9880622182101048,0.9687596355991592,0.0244247205785667,0.053933815472277,HISTORICAL_CANONICAL_N5,False
1,62,20260823,50000,R0,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.005,2.6377375125885014,0.7649262217227863,0.0110528105718311,0.9921053544782592,0.8638289836461835,57179,455,40711,17572,11.052810571831122,0.0100653135339061,0.0121101489861409,0.990340468142632,0.982746109689718,0.975440020877432,0.0411504639751251,0.0834183549531166,HISTORICAL_CANONICAL_N5,False
