budget,dataset,scenario,target_fpr,n,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,AP_mean,P_at_R90_mean
10000,DEV,DEV,0.02,3,0.9380333333333332,0.0009291573243177,0.0210999999999999,0.0005291502622129,0.9780011367769436,0.9941593124205068,0.98923559464446
10000,FINAL,DOMAIN_OOD_EXACT,0.0001,3,0.1179605178080114,0.0010015755519964,0.000186237833811,2.8049860039321056e-05,0.9991319842679172,0.9796951680172749,0.9486563685253838
10000,FINAL,DOMAIN_OOD_EXACT,0.0005,3,0.2472965802018255,0.0087415194667132,0.0009149945748109,8.531031881366943e-05,0.9979692796373208,0.9796951680172749,0.9486563685253838
10000,FINAL,DOMAIN_OOD_EXACT,0.001,3,0.3384793068543119,0.0072147412870777,0.0018299891496218,0.0001617433833376,0.9970331922180936,0.9796951680172749,0.9486563685253838
10000,FINAL,DOMAIN_OOD_EXACT,0.0025,3,0.4786156706933687,0.0054781671649292,0.0049717404330433,0.0001617433833377,0.9943116134719316,0.9796951680172749,0.9486563685253838
10000,FINAL,DOMAIN_OOD_EXACT,0.005,3,0.5906988981195346,0.0040202375503278,0.0110123240862199,0.0001978459849207,0.9898365293261646,0.9796951680172749,0.9486563685253838
10000,FINAL,DOMAIN_OOD_EXACT,0.01,3,0.699517955166709,0.0049673133349783,0.0228586697760287,0.0003594871638475,0.9823229109930822,0.9796951680172749,0.9486563685253838
10000,FINAL,DOMAIN_OOD_EXACT,0.02,3,0.8011531618306109,0.0035934382773361,0.0429723558276247,0.0006440787826635,0.9713079646345144,0.9796951680172749,0.9486563685253838
10000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0001,3,0.1211998554391036,0.0009282340589333,0.000179211469534,1.4109244115073802e-05,0.9991263764961263,0.978152183899265,0.9430268297624376
10000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0005,3,0.2546343813998313,0.0087318770247734,0.0008390355164548,8.582318143410124e-05,0.9980574967326602,0.978152183899265,0.9430268297624376
10000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.001,3,0.3424117576195639,0.0074040068170949,0.0016943629846855,0.0001627157409207,0.997083143262172,0.978152183899265,0.9430268297624376
10000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0025,3,0.4809733767016022,0.0063214999495202,0.0047328119908764,0.0001473048331706,0.9942113912389716,0.978152183899265,0.9430268297624376
10000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3,0.5925743886278761,0.0031854062653422,0.0105979146301726,0.0002078421443821,0.9895304237183226,0.978152183899265,0.9430268297624376
10000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.01,3,0.6993133357426816,0.0048010543201986,0.0222792440534375,0.0003458923712212,0.9815033763296216,0.978152183899265,0.9430268297624376
10000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.02,3,0.7980677026864234,0.0034181341643116,0.0422287390029325,0.0006719319200814,0.9696483747426092,0.978152183899265,0.9430268297624376
10000,FINAL,LATE_TEST_Q4,0.0001,3,0.1280609193247453,0.0028242050163802,0.0002117522498676,0.0,0.9995817744763936,0.9922538849343352,0.9798439428423508
10000,FINAL,LATE_TEST_Q4,0.0005,3,0.2744137050626243,0.0126266411233077,0.0004940885830245,0.0001222552184625,0.9995407699125176,0.9922538849343352,0.9798439428423508
10000,FINAL,LATE_TEST_Q4,0.001,3,0.3642482837426462,0.0080413806487734,0.0010587612493382,0.0001058761249338,0.999265794131461,0.9922538849343352,0.9798439428423508
10000,FINAL,LATE_TEST_Q4,0.0025,3,0.5022451949257701,0.008052522395009,0.0033880359978824,0.0002117522498676,0.9982960399178008,0.9922538849343352,0.9798439428423508
10000,FINAL,LATE_TEST_Q4,0.005,3,0.5953739164591089,0.0064368697064341,0.0076936650785247,0.0001222552184626,0.9967419351286728,0.9922538849343352,0.9798439428423508
10000,FINAL,LATE_TEST_Q4,0.01,3,0.6979476329485702,0.0058307982563747,0.0167284277395446,0.0008666334327022,0.993974940363118,0.9922538849343352,0.9798439428423508
10000,FINAL,LATE_TEST_Q4,0.02,3,0.7878357749270201,0.0053695036047573,0.0307040762308099,0.0008269189704506,0.9902388284534636,0.9922538849343352,0.9798439428423508
10000,FINAL,OFFICIAL_TEST,0.0001,3,0.1151996527777777,0.0009329982095367,0.000113229600409,1.6738168218827175e-05,0.9988342820791968,0.9740151910517628,0.9360129043870674
10000,FINAL,OFFICIAL_TEST,0.0005,3,0.242400173611111,0.0085949763697766,0.0005515377310248,3.848218917691942e-05,0.9973055802453458,0.9740151910517628,0.9360129043870674
10000,FINAL,OFFICIAL_TEST,0.001,3,0.3331857638888889,0.0075258201440389,0.00111038059756,9.942769807014166e-05,0.9960575474849834,0.9740151910517628,0.9360129043870674
10000,FINAL,OFFICIAL_TEST,0.0025,3,0.474453125,0.0047143509031396,0.0028490028490028,6.843083495946658e-05,0.9929151772303836,0.9740151910517628,0.9360129043870674
10000,FINAL,OFFICIAL_TEST,0.005,3,0.5868880208333334,0.0038008122518576,0.0058769815180071,6.230813831996083e-05,0.98823991270657,0.9740151910517628,0.9360129043870674
10000,FINAL,OFFICIAL_TEST,0.01,3,0.6955685763888889,0.0050245290883862,0.0119548542625465,0.0002423114660036,0.9799866077062472,0.9740151910517628,0.9360129043870674
10000,FINAL,OFFICIAL_TEST,0.02,3,0.7979774305555556,0.0034919227362554,0.0232266783548834,0.0002860219439031,0.9665690573037322,0.9740151910517628,0.9360129043870674
10000,FINAL,TEMPLATE_OOD_EXACT,0.0001,3,0.118493659343655,0.0008591460607488,0.0001107358396544,1.1073583965423115e-05,0.998811946279554,0.9723255963614738,0.9293015300199478
10000,FINAL,TEMPLATE_OOD_EXACT,0.0005,3,0.2498660424715868,0.0085226197515738,0.0005093848624106,3.992637479061357e-05,0.9974130061986448,0.9723255963614738,0.9293015300199478
10000,FINAL,TEMPLATE_OOD_EXACT,0.001,3,0.337267454430939,0.0075675070325842,0.0010040049462007,0.0001075525702477,0.9962264677927932,0.9723255963614738,0.9293015300199478
10000,FINAL,TEMPLATE_OOD_EXACT,0.0025,3,0.4768652998298504,0.0058378359356248,0.0026871897089492,4.993355575909476e-05,0.9928744302348388,0.9723255963614738,0.9293015300199478
10000,FINAL,TEMPLATE_OOD_EXACT,0.005,3,0.5889007962247478,0.003059882794887,0.0056216894597936,6.766071564816539e-05,0.987989613642212,0.9723255963614738,0.9293015300199478
10000,FINAL,TEMPLATE_OOD_EXACT,0.01,3,0.6955967925397407,0.0047373276655355,0.0116346455530331,0.0002226680860322,0.9791463038583478,0.9723255963614738,0.9293015300199478
10000,FINAL,TEMPLATE_OOD_EXACT,0.02,3,0.794767665942826,0.0032593985086092,0.0227008471291732,0.0003100603510326,0.9649049034294752,0.9723255963614738,0.9293015300199478
20000,DEV,DEV,0.0001,3,0.4766999999999999,0.0198070694450239,0.0001,0.0,0.9997900315054844,0.9957870361691894,0.993795509181966
20000,DEV,DEV,0.0005,3,0.6664666666666667,0.0128873322814821,0.0002333333333333,5.773502691896256e-05,0.9996497852025396,0.9957870361691894,0.993795509181966
20000,DEV,DEV,0.001,3,0.7346,0.0065505724940649,0.0007666666666666,5.7735026918962605e-05,0.9989577924400758,0.9957870361691894,0.993795509181966
20000,DEV,DEV,0.0025,3,0.8357333333333333,0.0015044378795195,0.0023666666666666,0.0002081665999466,0.9971762503149094,0.9957870361691894,0.993795509181966
20000,DEV,DEV,0.005,3,0.8881,0.0019157244060667,0.0049333333333333,0.0003511884584284,0.9944763306305348,0.9957870361691894,0.993795509181966
20000,DEV,DEV,0.01,3,0.9273,0.0003605551275464,0.0097666666666666,0.0003511884584284,0.9895774368365784,0.9957870361691894,0.993795509181966
20000,DEV,DEV,0.02,3,0.9563333333333331,0.0004163331998931,0.0203,0.0007211102550927,0.9792148353304676,0.9957870361691894,0.993795509181966
20000,FINAL,DOMAIN_OOD_EXACT,0.0001,3,0.140408378037306,0.0245555007667003,9.71675654666236e-05,4.207479005896112e-05,0.9996220625260084,0.9839417582187752,0.956867502465187
