seed,budget,role_tag,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,AP,P_at_R90
82,2000,N3_FULL_CURVE,FINAL,OFFICIAL_TEST,0.005,3.781458854675293,0.3820963541666666,0.0056541748849441,0.9827199357020864,0.5502479819240397,29345,516,90744,47455,5.654174884944116,0.9397046337130064,0.8445204642638974
82,5000,N3_FULL_CURVE,FINAL,OFFICIAL_TEST,0.005,2.8769769668579106,0.4616536458333333,0.0053692746000438,0.9863680623174296,0.628941416470797,35455,490,90770,41345,5.369274600043831,0.9611411442419566,0.8982119188086389
82,10000,N3_FULL_CURVE,FINAL,OFFICIAL_TEST,0.005,2.3607437610626225,0.5904557291666667,0.0058075827306596,0.9884473701419012,0.7392909836399651,45347,530,90730,31453,5.807582730659654,0.9742466043951754,0.9372415569625402
82,20000,N3_FULL_CURVE,FINAL,OFFICIAL_TEST,0.005,2.0213112831115727,0.6662109375,0.0062130177514792,0.9890396659707724,0.7961441508729344,51165,567,90693,25635,6.21301775147929,0.9795079969849056,0.9477581242287124
82,50000,N3_FULL_CURVE,FINAL,OFFICIAL_TEST,0.005,1.6501880884170534,0.7299739583333333,0.0060705676090291,0.9902147802741276,0.840408946453199,56062,554,90706,20738,6.070567609029148,0.983357046363726,0.9568907039523776
82,100000,N3_FULL_CURVE,FINAL,OFFICIAL_TEST,0.005,1.4503077268600466,0.7559244791666667,0.0062130177514792,0.9903278632595272,0.8573939241777556,58055,567,90693,18745,6.21301775147929,0.9849415323873996,0.96291549413502
82,200000,N3_FULL_CURVE,FINAL,OFFICIAL_TEST,0.005,1.3453183174133303,0.7721744791666667,0.0064431295200525,0.9901821642650817,0.8676942885778873,59303,588,90672,17497,6.443129520052597,0.9867255706081984,0.9687202197432592
