system,rep,budget,use_dom,mode,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
DUAL_RUT_20000,RUT,20000,False,url,LATE_TEST_Q4,0.005,1.4267578125000002,0.7831222046653633,0.005187930121757544,0.9983270740867191,0.8777259151420552,29241,49,9396,8098,5.187930121757543,0.0038404507330677034,0.00685298507682251,0.9970414071664416,0.9885797943784652,0.9953226761397277,0.01672842773954473,0.04690312334568555
DUAL_RUT_20000,RUT,20000,False,url,OFFICIAL_TEST,0.01,0.9707031250000001,0.8913020833333334,0.012031558185404339,0.9842127965492451,0.9354560983942604,68452,1098,90162,8348,12.03155818540434,0.011334262443266043,0.01276012202139827,0.9878110671257059,0.9883628089130644,0.9823257796405485,0.013631382862152094,0.05039447731755424
DUAL_RUT_20000,RUT,20000,False,url,DOMAIN_OOD_EXACT,0.01,0.9707031250000001,0.8991050286952683,0.02229995627459554,0.9865251662336518,0.9407886448578507,67209,918,40248,7542,22.29995627459554,0.02089520603002807,0.023772632095260482,0.9909551632807996,0.9829319788441704,0.9863949567512095,0.02254287518826216,0.07336151192731866
DUAL_RUT_20000,RUT,20000,False,url,TEMPLATE_OOD_EXACT,0.01,0.9707031250000001,0.8937787303646465,0.0119262499307901,0.9832924823927275,0.9364012409513962,63385,1077,89228,7533,11.9262499307901,0.011228415199927077,0.01265569331358943,0.9873509686355317,0.9885729981474379,0.9818637706128477,0.013055755495266042,0.04787110348264216
DUAL_RUT_20000,RUT,20000,False,url,DOMAIN_TEMPLATE_OOD_EXACT,0.01,0.9707031250000001,0.9018720636067944,0.022067448680351907,0.9857323431821773,0.9419393802136413,62387,903,40017,6788,22.067448680351905,0.020665873432033254,0.023537397267382673,0.9906489548624264,0.9834454289682089,0.9859395781873456,0.021700879765395895,0.0689149560117302
DUAL_RUT_20000,RUT,20000,False,url,LATE_TEST_Q4,0.01,0.9707031250000001,0.8905166180133373,0.014293276866066702,0.9959563889055293,0.9402898550724639,33251,135,9310,4088,14.293276866066702,0.011997242435167279,0.01689556401282871,0.9970414071664416,0.9885797943784652,0.9953226761397277,0.01672842773954473,0.04690312334568555
DUAL_RUT_20000,RUT,20000,False,url,OFFICIAL_TEST,0.02,0.25097656250000006,0.9230989583333333,0.02229892614507999,0.9720961483086289,0.9469641819553994,70894,2035,89225,5906,22.29892614507999,0.021350681383258355,0.023277700225050484,0.9878110671257059,0.9883628089130644,0.9823257796405485,0.013631382862152094,0.05039447731755424
DUAL_RUT_20000,RUT,20000,False,url,DOMAIN_OOD_EXACT,0.02,0.25097656250000006,0.9304357132346056,0.042000680172958264,0.9757435465768799,0.95255117064185,69551,1729,39437,5200,42.00068017295826,0.04008318642669535,0.04398310775139464,0.9909551632807996,0.9829319788441704,0.9863949567512095,0.02254287518826216,0.07336151192731866
DUAL_RUT_20000,RUT,20000,False,url,TEMPLATE_OOD_EXACT,0.02,0.25097656250000006,0.9248286753715559,0.021914622667626376,0.970710120474795,0.9472141185985384,65587,1979,88326,5331,21.914622667626375,0.02096958845808973,0.022890537067097583,0.9873509686355317,0.9885729981474379,0.9818637706128477,0.013055755495266042,0.04787110348264216
DUAL_RUT_20000,RUT,20000,False,url,DOMAIN_TEMPLATE_OOD_EXACT,0.02,0.25097656250000006,0.9324322370798699,0.041348973607038125,0.9744383847234602,0.9529726375509722,64501,1692,39228,4674,41.348973607038126,0.03944031412360514,0.04332305586964461,0.9906489548624264,0.9834454289682089,0.9859395781873456,0.021700879765395895,0.0689149560117302
DUAL_RUT_20000,RUT,20000,False,url,LATE_TEST_Q4,0.02,0.25097656250000006,0.9284126516510887,0.028163049232398093,0.9923852055421962,0.959333619294046,34666,266,9179,2673,28.163049232398095,0.024919831686021913,0.031701432643701045,0.9970414071664416,0.9885797943784652,0.9953226761397277,0.01672842773954473,0.04690312334568555
DUAL_RUT_20000,RUT,20000,False,text,OFFICIAL_TEST,0.0001,1.7763671875000002,0.03380208333333334,2.1915406530791147e-05,0.9992301770592764,0.06539207536713772,2596,2,91258,74204,0.021915406530791146,2.6540684216739374e-06,7.916371753137014e-05,0.8926824320769515,0.9033662367622955,0.7434607107294667,0.26254657023887795,0.43286215209292134
DUAL_RUT_20000,RUT,20000,False,text,DOMAIN_OOD_EXACT,0.0001,1.7763671875000002,0.03459485491832885,2.429189136666181e-05,0.9996134518747584,0.06687527476790195,2586,1,41165,72165,0.024291891366661808,6.150172520731849e-07,0.00013533824089104776,0.9326671538597046,0.8879318647046806,0.8406399206299994,0.3121508040616042,0.48063936258077056
DUAL_RUT_20000,RUT,20000,False,text,TEMPLATE_OOD_EXACT,0.0001,1.7763671875000002,0.0361544318790716,2.2147167930900837e-05,0.9992205767731879,0.06978389853573566,2564,2,90303,68354,0.022147167930900838,2.6821360367281235e-06,8.000087121329501e-05,0.8819666283045657,0.8992278736764303,0.7250332208933865,0.26809146780355464,0.45636454238414265
