run,label_rank_seed,model_seed,budget,variant,sample_hash,n_train,n_test,AP,AUC,P_at_R90,FPR_at_TPR90
8,9109,302,1000,R0,df9bf5bdbb54b5b10f96dd13d938ba0806d1768988a7c5390e6471ac1c42e63d,1000,2598,0.9314602289753848,0.962244542257185,0.8459958932238193,0.08896797153024912
8,9109,302,1000,RUT,df9bf5bdbb54b5b10f96dd13d938ba0806d1768988a7c5390e6471ac1c42e63d,1000,2598,0.9489753361297042,0.970996961561674,0.8599791013584117,0.07947805456702253
8,9109,302,2000,R0,48b718245fc1b11c03753dbe84015790313c42a4d4e97d10a0b0a98aed781f8a,2000,2598,0.9401197714317534,0.9665739266612559,0.860587002096436,0.07888493475682087
8,9109,302,2000,RUT,48b718245fc1b11c03753dbe84015790313c42a4d4e97d10a0b0a98aed781f8a,2000,2598,0.9591713824742516,0.9763337391521507,0.8962882096069869,0.05634638196915777
9,9110,322,200,R0,159868345d8f559162b786b939535ceb4c7b1ba13a5d0093357870687915d80c,200,2598,0.8175964826944001,0.8890378191921083,0.630568356374808,0.28529062870699884
9,9110,322,200,RUT,159868345d8f559162b786b939535ceb4c7b1ba13a5d0093357870687915d80c,200,2598,0.8421939753532095,0.894807079977524,0.5926459985580389,0.3351126927639383
9,9110,322,500,R0,ac79144a8ab58d2068376492477f94b232ff08ee1cbcf883a783d84b4538cc74,500,2598,0.8812540432991384,0.9327758527397974,0.7376460017969452,0.17319098457888493
9,9110,322,500,RUT,ac79144a8ab58d2068376492477f94b232ff08ee1cbcf883a783d84b4538cc74,500,2598,0.9153174199981303,0.9508380418721775,0.7552897884084636,0.15776986951364175
9,9110,322,1000,R0,c34d4c19c5682b30fb5dd577f35117823f871aa03c3aa2c2c559b65f7244cc5e,1000,2598,0.9189321188443351,0.952485380116959,0.7821122740247384,0.13582443653618032
9,9110,322,1000,RUT,c34d4c19c5682b30fb5dd577f35117823f871aa03c3aa2c2c559b65f7244cc5e,1000,2598,0.9464886365040942,0.9693281617448128,0.8463917525773196,0.08837485172004746
9,9110,322,2000,R0,59481667b61e39dbfb3e9cb8f5f2dc37727b29a66465d03a3c3e07bd0f429cba,2000,2598,0.9371291820294887,0.9621678008782335,0.8571428571428571,0.08125741399762752
9,9110,322,2000,RUT,59481667b61e39dbfb3e9cb8f5f2dc37727b29a66465d03a3c3e07bd0f429cba,2000,2598,0.9597293704884938,0.9766133899398556,0.9041850220264317,0.051601423487544484
