endpoint,n_pairs,R0_mean,RUT_mean,mean_delta,mean_delta_pp,ci95_lo,ci95_hi,ci95_lo_pp,ci95_hi_pp,positive_pairs,negative_pairs,zero_pairs,exact_signflip_p
AP_AULC_log_budget,10,0.8944854740603978,0.9198361691712982,0.025350695110900646,2.5350695110900645,0.021609023283204784,0.029092366938596508,2.1609023283204785,2.9092366938596506,10,0,0,0.001953125
