validation_n,calibration_n,iid_n,iid_benign,iid_phishing,expected_iid_n,expected_benign,expected_phishing,matches_expected,calibration_fraction,calibration_split_seed
4358,1307,3051,1993,1058,3051,1993,1058,True,0.3,20260808
