component_step,baseline,candidate,mean_delta_tpr_pp,ci95_lo_pp,ci95_hi_pp,exact_p,holm_p,holm_significant_0p05,mean_direction_positive,interpretation_rule
TEXT_ADD,P0_URL,P1_DUAL_EQUAL,5.183999999999998,4.323539325743928,6.044460674256069,0.001953125,0.005859375,True,True,Component receives confirmatory closure support only if the mean TPR direction is positive and Holm-adjusted p < 0.05. Otherwise report effect/uncertainty without claiming confirmed improvement.
DOM_ADD,P1_DUAL_EQUAL,P2_TRI_EQUAL,0.7279999999999998,0.30534304247046073,1.1506569575295387,0.001953125,0.005859375,True,True,Component receives confirmatory closure support only if the mean TPR direction is positive and Holm-adjusted p < 0.05. Otherwise report effect/uncertainty without claiming confirmed improvement.
GATING_ADD,P2_TRI_EQUAL,P3_TRI_GATED,0.5759999999999998,0.22575585602895265,0.926244143971047,0.00390625,0.005859375,True,True,Component receives confirmatory closure support only if the mean TPR direction is positive and Holm-adjusted p < 0.05. Otherwise report effect/uncertainty without claiming confirmed improvement.
