run,model_seed,label_rank_seed,rep,probe,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
3,232,9204,RUT,LINEAR,20000,DEV_EVAL,DEV_EVAL,0.005,2.4071019980610124,0.8976,0.004,0.9955634427684117,0.944047118216239,4488,20,4980,512,4.0,0.0024449638115109475,0.006170947655532314,0.9969144909430853,0.9966630000000001,0.995576199955762,0.004,0.012
