run,model_seed,label_rank_seed,rep,probe,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
1,212,9202,RU,MLP,20000,DEV_EVAL,DEV_EVAL,0.005,1.1329435110092165,0.909,0.006,0.9934426229508196,0.9493472584856397,4545,30,4970,455,6.0,0.004051728278694619,0.00855438013468656,0.9964886085750249,0.9962484799999999,0.9938461538461538,0.0056,0.0144
