run,model_seed,label_rank_seed,rep,probe,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
0,202,9201,RU,LINEAR,20000,DEV_EVAL,DEV_EVAL,0.005,2.313342384416775,0.893,0.0046,0.9948752228163993,0.9411888701517707,4465,23,4977,535,4.6,0.0029181727485038376,0.0068943106658418355,0.9961510027435891,0.9958957599999999,0.9942604856512142,0.0052,0.0114
