run,model_seed,label_rank_seed,rep,probe,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
2,222,9203,RT,MLP,20000,DEV_EVAL,DEV_EVAL,0.005,2.5302565097808842,0.8786,0.007,0.9920957542908763,0.9319049639372083,4393,35,4965,607,7.0,0.004880459130154407,0.00972198088507689,0.9949997471775587,0.99474996,0.9905805038335159,0.0086,0.0228
