run,model_seed,label_rank_seed,rep,probe,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
1,212,9202,R0,MLP,20000,DEV_EVAL,DEV_EVAL,0.005,2.121944665908814,0.8236,0.0052,0.9937258687258688,0.9006999125109361,4118,26,4974,882,5.2,0.0033995406623311248,0.0076099847030986385,0.9930289301023179,0.99313272,0.9853295379899277,0.0134,0.0316
