run,model_seed,label_rank_seed,rep,probe,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
2,222,9203,RT,LINEAR,20000,DEV_EVAL,DEV_EVAL,0.005,2.2212151870738746,0.8826,0.0072,0.9919082939986514,0.9340670970473067,4413,36,4964,587,7.2,0.005047738871108074,0.009954029278451747,0.99485052457319,0.9945686,0.9899100679973678,0.0092,0.0206
