run,model_seed,label_rank_seed,rep,probe,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
4,242,9205,R0,LINEAR,20000,DEV_EVAL,DEV_EVAL,0.005,2.9862077667127966,0.8026,0.0044,0.99454770755886,0.8883231876037632,4013,22,4978,987,4.4,0.002759448695002602,0.006654117576395448,0.9933525472348403,0.99324504,0.9862144420131291,0.0126,0.0318
