run,model_seed,label_rank_seed,rep,probe,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
3,232,9204,RUT,MLP,20000,DEV_EVAL,DEV_EVAL,0.005,1.9457187652587893,0.924,0.005,0.9946178686759957,0.95800933125972,4620,25,4975,380,5.0,0.003238271769345532,0.007372195916770871,0.9973826703709303,0.99726512,0.9955985915492958,0.004,0.0104
