raw_feature,n_features,AP,AUC
RAW_TEXT_TFIDF,100000,0.9875211640916757,0.986243195
RAW_HTML_STRUCT_TFIDF,55716,0.9768157250761835,0.9751753200000001
RAW_TEXT_PLUS_HTML_STRUCT_TFIDF,155716,0.9919825417647159,0.99082806
