run,stream,allowed_tpr_loss_pp,scenario,target_fpr,escalation_rate,full_path_avoided_rate,delta_tpr_vs_full_pp,delta_fpr_vs_full_pp,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,full_tpr,full_fpr
1,URL_BASE,0.25,DOMAIN_TEMPLATE_OOD_EXACT,0.005,0.4737363186339071,0.5262636813660929,0.002891217925549139,0.18572825024437914,0.9633971810625226,0.013636363636363636,0.9916965521346408,0.9773420543204083,66643,558,40362,2532,13.636363636363635,0.9633682688832671,0.011779081133919844
1,URL_BASE,0.25,LATE_TEST_Q4,0.005,0.4495767783857729,0.5504232216142271,-0.013390824606984708,0.1376389624139756,0.9639786818072257,0.016093170989941768,0.9957948320699386,0.9796284956113492,35994,152,9293,1345,16.09317098994177,0.9641125900532955,0.014716781365802012
1,URL_BASE,0.5,OFFICIAL_TEST,0.005,0.3419612043317863,0.6580387956682137,-0.3619791666666705,0.06903353057199219,0.9575651041666666,0.00735261889108043,0.9909583355791516,0.9739755780997537,73541,671,90589,3259,7.3526188910804295,0.9611848958333333,0.006662283585360508
1,URL_BASE,0.5,DOMAIN_OOD_EXACT,0.005,0.40203766488090614,0.5979623351190939,-0.2809326965525494,0.1384637807899722,0.959679469170981,0.013384832143030656,0.9923777113767154,0.9757547317378383,71737,551,40615,3014,13.384832143030657,0.9624887961365065,0.012000194335130934
1,URL_BASE,0.5,TEMPLATE_OOD_EXACT,0.005,0.3361369035435391,0.6638630964564609,-0.3623903663385941,0.06976357898233762,0.9581770495501847,0.007297491833231825,0.9903951261459533,0.9740197378322786,67952,659,89646,2966,7.297491833231825,0.9618009532135706,0.006599856043408449
1,URL_BASE,0.5,DOMAIN_TEMPLATE_OOD_EXACT,0.005,0.3996548435442118,0.6003451564557882,-0.2732200939645879,0.1392961876832844,0.9606360679436212,0.013172043010752688,0.9919541430938484,0.9760439463595906,66452,539,40381,2723,13.172043010752688,0.9633682688832671,0.011779081133919844
1,URL_BASE,0.5,LATE_TEST_Q4,0.005,0.4119357045143639,0.5880642954856361,-0.30263263611773894,0.0529380624669137,0.9610862636921181,0.015246161990471149,0.9960033305578685,0.9782333137973804,35886,144,9301,1453,15.24616199047115,0.9641125900532955,0.014716781365802012
1,URL_BASE,1.0,OFFICIAL_TEST,0.005,0.3419612043317863,0.6580387956682137,-0.3619791666666705,0.06903353057199219,0.9575651041666666,0.00735261889108043,0.9909583355791516,0.9739755780997537,73541,671,90589,3259,7.3526188910804295,0.9611848958333333,0.006662283585360508
1,URL_BASE,1.0,DOMAIN_OOD_EXACT,0.005,0.40203766488090614,0.5979623351190939,-0.2809326965525494,0.1384637807899722,0.959679469170981,0.013384832143030656,0.9923777113767154,0.9757547317378383,71737,551,40615,3014,13.384832143030657,0.9624887961365065,0.012000194335130934
1,URL_BASE,1.0,TEMPLATE_OOD_EXACT,0.005,0.3361369035435391,0.6638630964564609,-0.3623903663385941,0.06976357898233762,0.9581770495501847,0.007297491833231825,0.9903951261459533,0.9740197378322786,67952,659,89646,2966,7.297491833231825,0.9618009532135706,0.006599856043408449
1,URL_BASE,1.0,DOMAIN_TEMPLATE_OOD_EXACT,0.005,0.3996548435442118,0.6003451564557882,-0.2732200939645879,0.1392961876832844,0.9606360679436212,0.013172043010752688,0.9919541430938484,0.9760439463595906,66452,539,40381,2723,13.172043010752688,0.9633682688832671,0.011779081133919844
1,URL_BASE,1.0,LATE_TEST_Q4,0.005,0.4119357045143639,0.5880642954856361,-0.30263263611773894,0.0529380624669137,0.9610862636921181,0.015246161990471149,0.9960033305578685,0.9782333137973804,35886,144,9301,1453,15.24616199047115,0.9641125900532955,0.014716781365802012
1,URL_BASE,2.0,OFFICIAL_TEST,0.005,0.26877900749732236,0.7312209925026776,-1.325520833333338,0.013149243918474714,0.9479296875,0.006793776024545255,0.991555549502186,0.969251968766018,72801,620,90640,3999,6.793776024545255,0.9611848958333333,0.006662283585360508
1,URL_BASE,2.0,DOMAIN_OOD_EXACT,0.005,0.33817300309704357,0.6618269969029564,-1.1050019397733757,0.0510129718699898,0.9514387767387728,0.012510324053830832,0.9928108772125747,0.9716846441282354,71121,515,40651,3630,12.510324053830832,0.9624887961365065,0.012000194335130934
1,URL_BASE,2.0,TEMPLATE_OOD_EXACT,0.005,0.26164381012634674,0.7383561898736533,-1.3367551256380672,0.013288300758540483,0.94843340195719,0.006732739050993854,0.9910415653685777,0.9692694560729751,67261,608,89697,3657,6.732739050993854,0.9618009532135706,0.006599856043408449
1,URL_BASE,2.0,DOMAIN_TEMPLATE_OOD_EXACT,0.005,0.33333030564512467,0.6666696943548753,-1.102999638597757,0.05131964809384163,0.9523382724972895,0.01229227761485826,0.9924225305433784,0.9719673050252295,65878,503,40417,3297,12.29227761485826,0.9633682688832671,0.011779081133919844
1,URL_BASE,2.0,LATE_TEST_Q4,0.005,0.3748503761969904,0.6251496238030096,-1.1837488952569752,-0.20116463737427215,0.9522751011007258,0.01270513499205929,0.9966364884939877,0.9739509148679742,35557,120,9325,1782,12.70513499205929,0.9641125900532955,0.014716781365802012
1,URL_DAPT,0.25,OFFICIAL_TEST,0.005,0.24905390931810067,0.7509460906818993,-0.505208333333329,0.05478851632697793,0.9561328125,0.007210168748630287,0.9911187895639029,0.9733115071343836,73431,658,90602,3369,7.210168748630287,0.9611848958333333,0.006662283585360508
1,URL_DAPT,0.25,DOMAIN_OOD_EXACT,0.005,0.31580354909116004,0.68419645090884,-0.32641703789915155,0.11174270028664421,0.959224625757515,0.013117621337997376,0.9925252273576679,0.9755908404424671,71703,540,40626,3048,13.117621337997376,0.9624887961365065,0.012000194335130934
1,URL_DAPT,0.25,TEMPLATE_OOD_EXACT,0.005,0.24167147367311115,0.7583285263268889,-0.5146789249555805,0.05426056143070703,0.9566541639640148,0.007142461657715519,0.9905824292952153,0.9733227169367393,67844,645,89660,3074,7.142461657715519,0.9618009532135706,0.006599856043408449
1,URL_DAPT,0.25,DOMAIN_TEMPLATE_OOD_EXACT,0.005,0.31033198601208045,0.6896680139879195,-0.3223707986989566,0.10997067448680342,0.9601445608962775,0.012878787878787878,0.9921278661587871,0.9758742286218043,66418,527,40393,2757,12.878787878787879,0.9633682688832671,0.011779081133919844
1,URL_DAPT,0.25,LATE_TEST_Q4,0.005,0.36140560875512995,0.63859439124487,-0.28656364658936617,-0.09528851244044473,0.9612469535874019,0.013763896241397565,0.9963910943312421,0.9785035645642781,35892,130,9315,1447,13.763896241397564,0.9641125900532955,0.014716781365802012
1,URL_DAPT,0.5,OFFICIAL_TEST,0.005,0.24905390931810067,0.7509460906818993,-0.505208333333329,0.05478851632697793,0.9561328125,0.007210168748630287,0.9911187895639029,0.9733115071343836,73431,658,90602,3369,7.210168748630287,0.9611848958333333,0.006662283585360508
1,URL_DAPT,0.5,DOMAIN_OOD_EXACT,0.005,0.31580354909116004,0.68419645090884,-0.32641703789915155,0.11174270028664421,0.959224625757515,0.013117621337997376,0.9925252273576679,0.9755908404424671,71703,540,40626,3048,13.117621337997376,0.9624887961365065,0.012000194335130934
