run,system,label_budget,allowed_tpr_loss_pp,scenario,escalation_rate,full_path_avoided_rate,delta_tpr_vs_full_pp,delta_fpr_vs_full_pp,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,full_tpr,full_fpr
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.5,LATE_TEST_Q4,0.39908943228454175,0.6009105677154583,-0.05891962827071495,0.19057702488088946,0.9635233937705884,0.016622551614610907,0.9956550617147285,0.9793257387067358,35977,157,9288,1362,16.622551614610906,0.9641125900532955,0.014716781365802012
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,1.0,OFFICIAL_TEST,0.27250386766630963,0.7274961323336904,-0.520833333333337,0.15669515669515677,0.9559765625,0.008229235152312076,0.9898746123769718,0.9726303239054117,73419,751,90509,3381,8.229235152312075,0.9611848958333333,0.006662283585360508
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,1.0,DOMAIN_OOD_EXACT,0.33313491549988355,0.6668650845001165,-0.33979478535404173,0.3279405334499344,0.9590908482829661,0.015279599669630278,0.9913027847681204,0.9749308166692732,71693,629,40537,3058,15.279599669630278,0.9624887961365065,0.012000194335130934
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,1.0,TEMPLATE_OOD_EXACT,0.26413725088852086,0.7358627491114791,-0.5217293211878471,0.15613753391285093,0.9565836600016921,0.008161231382536958,0.9892527998133458,0.9726439846875135,67839,737,89568,3079,8.161231382536958,0.9618009532135706,0.006599856043408449
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,1.0,DOMAIN_TEMPLATE_OOD_EXACT,0.326445342658613,0.673554657341387,-0.331044452475604,0.3250244379276637,0.9600578243585111,0.015029325513196481,0.9908245930744327,0.9751986020763279,66412,615,40305,2763,15.029325513196481,0.9633682688832671,0.011779081133919844
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,1.0,LATE_TEST_Q4,0.3571733926128591,0.6428266073871409,-0.3695867591526292,0.1058761249338274,0.9604167224617692,0.015775542615140286,0.9958622604831991,0.9778183751653057,35861,149,9296,1478,15.775542615140285,0.9641125900532955,0.014716781365802012
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,2.0,OFFICIAL_TEST,0.2097584196120433,0.7902415803879567,-1.4869791666666687,0.10190664036817884,0.9463151041666666,0.0076813499890422965,0.990446727902096,0.9678781179666796,72677,701,90559,4123,7.681349989042296,0.9611848958333333,0.006662283585360508
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,2.0,DOMAIN_OOD_EXACT,0.2737562221244511,0.7262437778755488,-1.1785795507752383,0.228343778846621,0.9507030006287541,0.014283632123597144,0.9917938984564714,0.9708138383251937,71066,588,40578,3685,14.283632123597144,0.9624887961365065,0.012000194335130934
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,2.0,TEMPLATE_OOD_EXACT,0.20080881760046643,0.7991911823995336,-1.4664824163117984,0.10187697248214382,0.9471361290504526,0.007618625768229887,0.9898610312863817,0.968027382453612,67169,688,89617,3749,7.6186257682298875,0.9618009532135706,0.006599856043408449
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,2.0,DOMAIN_TEMPLATE_OOD_EXACT,0.2655615604705027,0.7344384395294973,-1.1550415612576859,0.22727272727272718,0.9518178532706902,0.014051808406647116,0.9913425779544394,0.9711782406041655,65842,575,40345,3333,14.051808406647115,0.9633682688832671,0.011779081133919844
1,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,2.0,LATE_TEST_Q4,0.3225034199726402,0.6774965800273598,-1.1087602774578875,-0.06352567496029654,0.9530249872787167,0.014081524616199046,0.9962763872557254,0.9741708528956842,35585,133,9312,1754,14.081524616199047,0.9641125900532955,0.014716781365802012
2,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.25,OFFICIAL_TEST,0.42953707009401404,0.570462929905986,-0.19921874999999645,0.04821389436774053,0.9591927083333334,0.007144422529037913,0.9912268898517183,0.9749467303696449,73666,652,90608,3134,7.1444225290379135,0.9611848958333333,0.006662283585360508
2,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.25,DOMAIN_OOD_EXACT,0.5164557398828472,0.4835442601171528,-0.12441305133041869,0.094738376329981,0.9612446656232023,0.012947578098430744,0.9926367994253111,0.9766885508842038,71854,533,40633,2897,12.947578098430744,0.9624887961365065,0.012000194335130934
2,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.25,TEMPLATE_OOD_EXACT,0.41940666034002594,0.5805933396599741,-0.23125299641839625,0.04872376944798189,0.9594884232493867,0.007087093737888268,0.99068209943947,0.9748357843312824,68045,640,89665,2873,7.087093737888268,0.9618009532135706,0.006599856043408449
2,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.25,DOMAIN_TEMPLATE_OOD_EXACT,0.5088332803487897,0.4911667196512103,-0.15034333212866624,0.09530791788856294,0.9618648355619804,0.012732160312805474,0.9922306063407796,0.9768117856906916,66537,521,40399,2638,12.732160312805474,0.9633682688832671,0.011779081133919844
2,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.25,LATE_TEST_Q4,0.5124829001367989,0.48751709986320113,-0.05356329842791663,0.021175224986765516,0.9635769570690164,0.014928533615669667,0.9960963455149502,0.9795668331994718,35979,141,9304,1360,14.928533615669666,0.9641125900532955,0.014716781365802012
2,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.5,OFFICIAL_TEST,0.2834404379388314,0.7165595620611687,-0.41796874999999734,0.1950471181240412,0.9570052083333334,0.00861275476660092,0.9894189865919982,0.9729422043366605,73498,786,90474,3302,8.61275476660092,0.9611848958333333,0.006662283585360508
