allowed_tpr_loss_pp,stream,escalation_rate,full_path_avoided_rate,delta_tpr_vs_full_pp,delta_fpr_vs_full_pp,tpr,fpr
0.25,URL_BASE,0.5169103120563968,0.4830896879436032,-0.06692288646226748,0.08446735378097404,0.961921871959372,0.011196312830534037
0.25,URL_DAPT,0.3359237741815671,0.6640762258184328,-0.3178693242796715,0.03793654846518815,0.959412407581198,0.010731004777376181
0.5,URL_BASE,0.45026532541998676,0.5497346745800132,-0.3126308455434054,0.05486215905844794,0.9594647923685605,0.010900260883308777
0.5,URL_DAPT,0.32564030001860855,0.6743596999813914,-0.3836018332922193,0.025234674217915826,0.9587550824910724,0.010603986034903456
1.0,URL_BASE,0.4112461090781491,0.5887538909218509,-0.6264409450867441,0.022202712418278984,0.9563266913731272,0.010573666416907088
1.0,URL_DAPT,0.28727791447345374,0.7127220855265461,-0.7913416675544984,-0.01421041812835101,0.9546776841484497,0.010209535111440779
2.0,URL_BASE,0.33453663322092503,0.6654633667790749,-1.156692777172625,-0.0102288525801147,0.9510241730522684,0.010249350766923149
2.0,URL_DAPT,0.2712360186557379,0.7287639813442621,-1.1199644855594593,-0.049413965610704554,0.9513914559683999,0.009857499636617249
