check,actual,expected,error,passed
Putra R0 8 200 FPR_at_TPR90,0.27283511269276395,0.2728351126927639,5.551115123125783e-17,True
Putra RUT 8 200 AP,0.8843715115740475,0.8843715115740475,0.0,True
Putra RUT 8 200 AUC,0.9330483496701422,0.9330483496701422,0.0,True
Putra RUT 8 200 P_at_R90,0.7164048865619547,0.7164048865619547,0.0,True
Putra RUT 8 200 FPR_at_TPR90,0.19276393831553973,0.1927639383155397,2.7755575615628914e-17,True
Putra R0 8 500 AP,0.8985181882378729,0.8985181882378729,0.0,True
Putra R0 8 500 AUC,0.9411582225135794,0.9411582225135794,0.0,True
Putra R0 8 500 P_at_R90,0.7644320297951583,0.7644320297951583,0.0,True
Putra R0 8 500 FPR_at_TPR90,0.15005931198102015,0.1500593119810201,5.551115123125783e-17,True
Putra RUT 8 500 AP,0.9293621904945046,0.9293621904945046,0.0,True
Putra RUT 8 500 AUC,0.9577798849139456,0.9577798849139456,0.0,True
Putra RUT 8 500 P_at_R90,0.8170974155069582,0.8170974155069582,0.0,True
Putra RUT 8 500 FPR_at_TPR90,0.10913404507710557,0.1091340450771055,6.938893903907228e-17,True
Putra R0 8 1000 AP,0.9314602289753848,0.9314602289753848,0.0,True
Putra R0 8 1000 AUC,0.962244542257185,0.962244542257185,0.0,True
Putra R0 8 1000 P_at_R90,0.8459958932238193,0.8459958932238193,0.0,True
Putra R0 8 1000 FPR_at_TPR90,0.08896797153024912,0.0889679715302491,1.3877787807814457e-17,True
Putra RUT 8 1000 AP,0.9489753361297042,0.9489753361297042,0.0,True
Putra RUT 8 1000 AUC,0.970996961561674,0.970996961561674,0.0,True
Putra RUT 8 1000 P_at_R90,0.8599791013584117,0.8599791013584117,0.0,True
Putra RUT 8 1000 FPR_at_TPR90,0.07947805456702253,0.0794780545670225,2.7755575615628914e-17,True
Putra R0 8 2000 AP,0.9401285896533735,0.9401197714317534,8.818221620132682e-06,False
Putra R0 8 2000 AUC,0.9665830315706229,0.966573926661256,9.104909366897118e-06,False
Putra R0 8 2000 P_at_R90,0.860587002096436,0.860587002096436,0.0,True
Putra R0 8 2000 FPR_at_TPR90,0.07888493475682087,0.0788849347568208,6.938893903907228e-17,True
Putra RUT 8 2000 AP,0.9591749871139134,0.9591713824742516,3.604639661758391e-06,False
Putra RUT 8 2000 AUC,0.9763363405548273,0.9763337391521508,2.6014026764942244e-06,False
Putra RUT 8 2000 P_at_R90,0.8954248366013072,0.8962882096069869,0.000863373005679624,False
Putra RUT 8 2000 FPR_at_TPR90,0.05693950177935943,0.0563463819691577,0.0005931198102017282,False
Putra R0 9 200 AP,0.8175964826944001,0.8175964826944001,0.0,True
Putra R0 9 200 AUC,0.8890378191921083,0.8890378191921083,0.0,True
Putra R0 9 200 P_at_R90,0.630568356374808,0.630568356374808,0.0,True
Putra R0 9 200 FPR_at_TPR90,0.28529062870699884,0.2852906287069988,5.551115123125783e-17,True
Putra RUT 9 200 AP,0.8421390640898109,0.8421939753532095,5.4911263398627064e-05,False
Putra RUT 9 200 AUC,0.8947901708601278,0.894807079977524,1.6909117396157747e-05,False
Putra RUT 9 200 P_at_R90,0.5922190201729106,0.5926459985580389,0.0004269783851282849,False
Putra RUT 9 200 FPR_at_TPR90,0.33570581257413995,0.3351126927639383,0.0005931198102016588,False
Putra R0 9 500 AP,0.8812540432991384,0.8812540432991384,0.0,True
Putra R0 9 500 AUC,0.9327758527397974,0.9327758527397974,0.0,True
Putra R0 9 500 P_at_R90,0.7376460017969452,0.7376460017969452,0.0,True
Putra R0 9 500 FPR_at_TPR90,0.17319098457888493,0.1731909845788849,2.7755575615628914e-17,True
Putra RUT 9 500 AP,0.9153184796582297,0.9153174199981304,1.059660099222981e-06,False
Putra RUT 9 500 AUC,0.9508386922228466,0.9508380418721776,6.503506689847782e-07,False
Putra RUT 9 500 P_at_R90,0.7552897884084636,0.7552897884084636,0.0,True
Putra RUT 9 500 FPR_at_TPR90,0.15776986951364175,0.1577698695136417,5.551115123125783e-17,True
Putra R0 9 1000 AP,0.9189296825710155,0.9189321188443352,2.4362733197502706e-06,False
Putra R0 9 1000 AUC,0.9524808276622754,0.952485380116959,4.552454683670604e-06,False
Putra R0 9 1000 P_at_R90,0.7821122740247384,0.7821122740247384,0.0,True
Putra R0 9 1000 FPR_at_TPR90,0.13582443653618032,0.1358244365361803,2.7755575615628914e-17,True
Putra RUT 9 1000 AP,0.9464886365040942,0.9464886365040942,0.0,True
Putra RUT 9 1000 AUC,0.9693281617448128,0.9693281617448128,0.0,True
Putra RUT 9 1000 P_at_R90,0.8463917525773196,0.8463917525773196,0.0,True
Putra RUT 9 1000 FPR_at_TPR90,0.08837485172004746,0.0883748517200474,5.551115123125783e-17,True
Putra R0 9 2000 AP,0.9371232021725248,0.9371291820294888,5.979856964044572e-06,False
Putra R0 9 2000 AUC,0.962163898774219,0.9621678008782336,3.902104014574803e-06,False
Putra R0 9 2000 P_at_R90,0.8569937369519833,0.8571428571428571,0.00014912019087376382,False
Putra R0 9 2000 FPR_at_TPR90,0.08125741399762752,0.0812574139976275,2.7755575615628914e-17,True
Putra RUT 9 2000 AP,0.9597293704884938,0.9597293704884938,0.0,True
Putra RUT 9 2000 AUC,0.9766133899398556,0.9766133899398556,0.0,True
Putra RUT 9 2000 P_at_R90,0.9041850220264317,0.9041850220264316,1.1102230246251565e-16,True
Putra RUT 9 2000 FPR_at_TPR90,0.051601423487544484,0.0516014234875444,8.326672684688674e-17,True
Putra E1_TARGET_RUT 0 200 AP,0.8468588953651316,0.8468588953651316,0.0,True
Putra E1_TARGET_RUT 0 200 AUC,0.9140990822251358,0.9140990822251358,0.0,True
Putra E1_TARGET_RUT 0 200 P_at_R90,0.6521048451151708,0.6521048451151708,0.0,True
Putra E1_TARGET_RUT 0 200 FPR_at_TPR90,0.2597864768683274,0.2597864768683274,0.0,True
Putra E1_TARGET_RUT 0 500 AP,0.893058288509374,0.8930600280160284,1.739506654385714e-06,False
Putra E1_TARGET_RUT 0 500 AUC,0.9408623129591474,0.9408616626084784,6.503506689847782e-07,False
Putra E1_TARGET_RUT 0 500 P_at_R90,0.7396396396396396,0.7396396396396396,0.0,True
Putra E1_TARGET_RUT 0 500 FPR_at_TPR90,0.17141162514827996,0.1714116251482799,5.551115123125783e-17,True
Putra E1_TARGET_RUT 0 1000 AP,0.9335021644136777,0.9335021644136776,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 0 1000 AUC,0.9649389450791866,0.9649389450791866,0.0,True
Putra E1_TARGET_RUT 0 1000 P_at_R90,0.8432377049180327,0.8432377049180327,0.0,True
Putra E1_TARGET_RUT 0 1000 FPR_at_TPR90,0.09074733096085409,0.090747330960854,9.71445146547012e-17,True
Putra E1_TARGET_RUT 0 2000 AP,0.9474234945209865,0.947411127796564,1.2366724422507858e-05,False
Putra E1_TARGET_RUT 0 2000 AUC,0.9738246862708372,0.9738162317121392,8.454558698023362e-06,False
Putra E1_TARGET_RUT 0 2000 P_at_R90,0.8773987206823027,0.8773987206823027,0.0,True
Putra E1_TARGET_RUT 0 2000 FPR_at_TPR90,0.06820877817319099,0.0682087781731909,8.326672684688674e-17,True
Putra E1_TARGET_RUT 1 200 AP,0.8564566949220612,0.8564548192039291,1.8757181321493732e-06,False
Putra E1_TARGET_RUT 1 200 AUC,0.9087518990239538,0.9087512486732848,6.503506689847782e-07,False
Putra E1_TARGET_RUT 1 200 P_at_R90,0.6568,0.6568,0.0,True
Putra E1_TARGET_RUT 1 200 FPR_at_TPR90,0.25444839857651247,0.2544483985765124,5.551115123125783e-17,True
Putra E1_TARGET_RUT 1 500 AP,0.9048594616038821,0.904859461603882,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 1 500 AUC,0.9490274656094566,0.9490274656094566,0.0,True
Putra E1_TARGET_RUT 1 500 P_at_R90,0.8146679881070367,0.8146679881070367,0.0,True
Putra E1_TARGET_RUT 1 500 FPR_at_TPR90,0.11091340450771056,0.1109134045077105,5.551115123125783e-17,True
Putra E1_TARGET_RUT 1 1000 AP,0.9396569521319983,0.9396536447107984,3.3074211999162273e-06,False
Putra E1_TARGET_RUT 1 1000 AUC,0.9668119550061393,0.9668106543048012,1.3007013380805788e-06,False
Putra E1_TARGET_RUT 1 1000 P_at_R90,0.8690601900739177,0.8690601900739177,0.0,True
Putra E1_TARGET_RUT 1 1000 FPR_at_TPR90,0.07354685646500593,0.0735468564650059,2.7755575615628914e-17,True
Putra E1_TARGET_RUT 1 2000 AP,0.9533847163050982,0.9533847163050982,0.0,True
Putra E1_TARGET_RUT 1 2000 AUC,0.974877604004079,0.974877604004079,0.0,True
Putra E1_TARGET_RUT 1 2000 P_at_R90,0.8933623503808488,0.8933623503808488,0.0,True
Putra E1_TARGET_RUT 1 2000 FPR_at_TPR90,0.05812574139976275,0.0581257413997627,5.551115123125783e-17,True
Putra E1_TARGET_RUT 2 200 AP,0.8496656898482033,0.8496633938112896,2.2960369137070558e-06,False
Putra E1_TARGET_RUT 2 200 AUC,0.9065985879586272,0.9066005390106344,1.9510520071763793e-06,False
Putra E1_TARGET_RUT 2 200 P_at_R90,0.6310530361260569,0.6310530361260569,0.0,True
Putra E1_TARGET_RUT 2 200 FPR_at_TPR90,0.2846975088967972,0.2846975088967972,0.0,True
Putra E1_TARGET_RUT 2 500 AP,0.9131619974462796,0.9131586700883102,3.3273579693737787e-06,False
Putra E1_TARGET_RUT 2 500 AUC,0.9535103327714304,0.9535083817194232,1.9510520071763793e-06,False
Putra E1_TARGET_RUT 2 500 P_at_R90,0.8009756097560976,0.8009756097560976,0.0,True
Putra E1_TARGET_RUT 2 500 FPR_at_TPR90,0.12099644128113879,0.1209964412811387,8.326672684688674e-17,True
Putra E1_TARGET_RUT 2 1000 AP,0.93613688248685,0.9361367702162078,1.1227064222740779e-07,False
Putra E1_TARGET_RUT 2 1000 AUC,0.9681666354498346,0.9681666354498346,0.0,True
Putra E1_TARGET_RUT 2 1000 P_at_R90,0.8569937369519833,0.8569937369519833,0.0,True
Putra E1_TARGET_RUT 2 1000 FPR_at_TPR90,0.08125741399762752,0.0812574139976275,2.7755575615628914e-17,True
Putra E1_TARGET_RUT 2 2000 AP,0.9510264624356197,0.9510264624356196,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 2 2000 AUC,0.9742363582443654,0.9742363582443654,0.0,True
Putra E1_TARGET_RUT 2 2000 P_at_R90,0.9002192982456141,0.9002192982456141,0.0,True
Putra E1_TARGET_RUT 2 2000 FPR_at_TPR90,0.05397390272835113,0.0539739027283511,2.7755575615628914e-17,True
Putra E1_TARGET_RUT 3 200 AP,0.8398026416001664,0.8398026416001664,0.0,True
Putra E1_TARGET_RUT 3 200 AUC,0.9053043901271566,0.9053043901271566,0.0,True
Putra E1_TARGET_RUT 3 200 P_at_R90,0.6464566929133858,0.6464566929133858,0.0,True
Putra E1_TARGET_RUT 3 200 FPR_at_TPR90,0.26631079478054565,0.2663107947805456,5.551115123125783e-17,True
Putra E1_TARGET_RUT 3 500 AP,0.9168522175678057,0.9168499844245168,2.2331432888433866e-06,False
Putra E1_TARGET_RUT 3 500 AUC,0.9550354050904246,0.9550328036877485,2.6014026761611575e-06,False
Putra E1_TARGET_RUT 3 500 P_at_R90,0.7955426356589147,0.7955426356589147,0.0,True
Putra E1_TARGET_RUT 3 500 FPR_at_TPR90,0.12514827995255043,0.1251482799525504,2.7755575615628914e-17,True
Putra E1_TARGET_RUT 3 1000 AP,0.9273879218885953,0.9273879218885952,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 3 1000 AUC,0.9616390657842707,0.9616390657842708,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 3 1000 P_at_R90,0.8351983723296033,0.8351983723296033,0.0,True
Putra E1_TARGET_RUT 3 1000 FPR_at_TPR90,0.09608540925266904,0.096085409252669,4.163336342344337e-17,True
Putra E1_TARGET_RUT 3 2000 AP,0.9445403916716925,0.9445509078987492,1.0516227056722727e-05,False
Putra E1_TARGET_RUT 3 2000 AUC,0.9709748496389253,0.9709748496389252,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 3 2000 P_at_R90,0.8734042553191489,0.8734042553191489,0.0,True
Putra E1_TARGET_RUT 3 2000 FPR_at_TPR90,0.07058125741399762,0.0705812574139976,2.7755575615628914e-17,True
Putra E1_TARGET_RUT 4 200 AP,0.8416745076712089,0.8416624319505746,1.2075720634330267e-05,False
Putra E1_TARGET_RUT 4 200 AUC,0.9125733595554723,0.9125681567501198,5.202805352433337e-06,False
Putra E1_TARGET_RUT 4 200 P_at_R90,0.6528991262907069,0.6528991262907069,0.0,True
Putra E1_TARGET_RUT 4 200 FPR_at_TPR90,0.25919335705812574,0.2591933570581257,5.551115123125783e-17,True
Putra E1_TARGET_RUT 4 500 AP,0.9005502814462782,0.9005506617812769,3.803349986064575e-07,False
Putra E1_TARGET_RUT 4 500 AUC,0.9460345518303468,0.9460384539343614,3.902104014574803e-06,False
Putra E1_TARGET_RUT 4 500 P_at_R90,0.7836034318398475,0.7836034318398475,0.0,True
Putra E1_TARGET_RUT 4 500 FPR_at_TPR90,0.134638196915777,0.134638196915777,0.0,True
Putra E1_TARGET_RUT 4 1000 AP,0.9278223291142049,0.9278223291142048,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 4 1000 AUC,0.9623856683523756,0.9623856683523756,0.0,True
Putra E1_TARGET_RUT 4 1000 P_at_R90,0.8534303534303534,0.8534303534303534,0.0,True
Putra E1_TARGET_RUT 4 1000 FPR_at_TPR90,0.08362989323843416,0.0836298932384341,5.551115123125783e-17,True
Putra E1_TARGET_RUT 4 2000 AP,0.9526757661792862,0.9526774194286644,1.6532493781751256e-06,False
Putra E1_TARGET_RUT 4 2000 AUC,0.9753621152525442,0.9753621152525442,0.0,True
Putra E1_TARGET_RUT 4 2000 P_at_R90,0.8914223669923995,0.8914223669923995,0.0,True
Putra E1_TARGET_RUT 4 2000 FPR_at_TPR90,0.05931198102016608,0.059311981020166,7.632783294297951e-17,True
Putra E1_TARGET_RUT 5 200 AP,0.8324931632979917,0.8324931632979917,0.0,True
Putra E1_TARGET_RUT 5 200 AUC,0.9105436151172713,0.9105436151172712,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 5 200 P_at_R90,0.6536624203821656,0.6536624203821656,0.0,True
Putra E1_TARGET_RUT 5 200 FPR_at_TPR90,0.2580071174377224,0.2580071174377224,0.0,True
Putra E1_TARGET_RUT 5 500 AP,0.8959110733630601,0.8959100833741189,9.89988941157982e-07,False
Putra E1_TARGET_RUT 5 500 AUC,0.9518909596054193,0.9518909596054193,0.0,True
Putra E1_TARGET_RUT 5 500 P_at_R90,0.7796771130104464,0.7796771130104464,0.0,True
Putra E1_TARGET_RUT 5 500 FPR_at_TPR90,0.1376037959667853,0.1376037959667853,0.0,True
Putra E1_TARGET_RUT 5 1000 AP,0.9418923025910565,0.941892134385015,1.682060415397757e-07,False
Putra E1_TARGET_RUT 5 1000 AUC,0.9700630580008742,0.9700604565981976,2.6014026766052467e-06,False
Putra E1_TARGET_RUT 5 1000 P_at_R90,0.880085653104925,0.880085653104925,0.0,True
Putra E1_TARGET_RUT 5 1000 FPR_at_TPR90,0.066429418742586,0.066429418742586,0.0,True
Putra E1_TARGET_RUT 5 2000 AP,0.9540364054652428,0.9540421676297328,5.7621644899974456e-06,False
Putra E1_TARGET_RUT 5 2000 AUC,0.9750434434246946,0.9750460448273708,2.6014026761611575e-06,False
Putra E1_TARGET_RUT 5 2000 P_at_R90,0.8872180451127819,0.8872180451127819,0.0,True
Putra E1_TARGET_RUT 5 2000 FPR_at_TPR90,0.06227758007117438,0.0622775800711743,7.632783294297951e-17,True
Putra E1_TARGET_RUT 6 200 AP,0.8486379947520157,0.8486379947520157,0.0,True
Putra E1_TARGET_RUT 6 200 AUC,0.9069445745145783,0.9069445745145784,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 6 200 P_at_R90,0.623199393479909,0.623199393479909,0.0,True
Putra E1_TARGET_RUT 6 200 FPR_at_TPR90,0.2947805456702254,0.2947805456702254,0.0,True
Putra E1_TARGET_RUT 6 500 AP,0.9120141934380016,0.9120201767158748,5.983277873156112e-06,False
Putra E1_TARGET_RUT 6 500 AUC,0.9495113265072528,0.949513927909929,2.6014026761611575e-06,False
Putra E1_TARGET_RUT 6 500 P_at_R90,0.7694470477975632,0.7694470477975632,0.0,True
Putra E1_TARGET_RUT 6 500 FPR_at_TPR90,0.14590747330960854,0.1459074733096085,5.551115123125783e-17,True
Putra E1_TARGET_RUT 6 1000 AP,0.9281923488136676,0.9281923488136676,0.0,True
Putra E1_TARGET_RUT 6 1000 AUC,0.9608105190318621,0.960810519031862,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 6 1000 P_at_R90,0.8152929493545183,0.8152929493545183,0.0,True
Putra E1_TARGET_RUT 6 1000 FPR_at_TPR90,0.1103202846975089,0.1103202846975089,0.0,True
Putra E1_TARGET_RUT 6 2000 AP,0.9472107284313861,0.947210218782062,5.096493240763778e-07,False
Putra E1_TARGET_RUT 6 2000 AUC,0.972170844519365,0.9721708445193648,2.220446049250313e-16,True
Putra E1_TARGET_RUT 6 2000 P_at_R90,0.8782051282051282,0.8780748663101604,0.00013026189496778695,False
Putra E1_TARGET_RUT 6 2000 FPR_at_TPR90,0.06761565836298933,0.0676156583629893,2.7755575615628914e-17,True
Putra E1_TARGET_RUT 7 200 AP,0.8153952678762177,0.815386895953483,8.371922734728976e-06,False
Putra E1_TARGET_RUT 7 200 AUC,0.8804317287881627,0.88042652598281,5.202805352655382e-06,False
Putra E1_TARGET_RUT 7 200 P_at_R90,0.5642611683848797,0.5642611683848797,0.0,True
Putra E1_TARGET_RUT 7 200 FPR_at_TPR90,0.3760379596678529,0.3760379596678529,0.0,True
Putra E1_TARGET_RUT 7 500 AP,0.8901547067170806,0.8901547067170806,0.0,True
Putra E1_TARGET_RUT 7 500 AUC,0.9335770847641047,0.9335770847641048,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 7 500 P_at_R90,0.6799007444168734,0.6799007444168734,0.0,True
Putra E1_TARGET_RUT 7 500 FPR_at_TPR90,0.22953736654804271,0.2295373665480427,2.7755575615628914e-17,True
Putra E1_TARGET_RUT 7 1000 AP,0.9432866581501271,0.943286166333887,4.918162401779114e-07,False
Putra E1_TARGET_RUT 7 1000 AUC,0.9701482539385237,0.9701476035878543,6.503506693178451e-07,False
Putra E1_TARGET_RUT 7 1000 P_at_R90,0.8586278586278586,0.8586278586278586,0.0,True
Putra E1_TARGET_RUT 7 1000 FPR_at_TPR90,0.08066429418742586,0.0806642941874258,6.938893903907228e-17,True
Putra E1_TARGET_RUT 7 2000 AP,0.9517530788327833,0.9517508695926344,2.2092401488205127e-06,False
Putra E1_TARGET_RUT 7 2000 AUC,0.9753829264739546,0.9753835768246238,6.503506692068228e-07,False
Putra E1_TARGET_RUT 7 2000 P_at_R90,0.8894907908992417,0.8894907908992417,0.0,True
Putra E1_TARGET_RUT 7 2000 FPR_at_TPR90,0.060498220640569395,0.0604982206405693,9.71445146547012e-17,True
Putra E1_TARGET_RUT 8 200 AP,0.8469914483637102,0.8469914483637102,0.0,True
Putra E1_TARGET_RUT 8 200 AUC,0.9131729828723648,0.9131729828723648,0.0,True
Putra E1_TARGET_RUT 8 200 P_at_R90,0.6626311541565779,0.6626311541565779,0.0,True
Putra E1_TARGET_RUT 8 200 FPR_at_TPR90,0.2479240806642942,0.2479240806642942,0.0,True
Putra E1_TARGET_RUT 8 500 AP,0.9063264870837843,0.9063251318297988,1.3552539854799761e-06,False
Putra E1_TARGET_RUT 8 500 AUC,0.9499938867037105,0.9499925860023724,1.300701338191601e-06,False
Putra E1_TARGET_RUT 8 500 P_at_R90,0.7996108949416343,0.7996108949416343,0.0,True
Putra E1_TARGET_RUT 8 500 FPR_at_TPR90,0.1221826809015421,0.1221826809015421,0.0,True
Putra E1_TARGET_RUT 8 1000 AP,0.940723472727802,0.9407206061943691,2.8665334328437098e-06,False
Putra E1_TARGET_RUT 8 1000 AUC,0.9679110476368858,0.9679084462342096,2.60140267627218e-06,False
Putra E1_TARGET_RUT 8 1000 P_at_R90,0.8784648187633263,0.8784648187633263,0.0,True
Putra E1_TARGET_RUT 8 1000 FPR_at_TPR90,0.06761565836298933,0.0676156583629893,2.7755575615628914e-17,True
Putra E1_TARGET_RUT 8 2000 AP,0.9520022067207461,0.952002206720746,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 8 2000 AUC,0.9741882322948534,0.9741882322948534,0.0,True
Putra E1_TARGET_RUT 8 2000 P_at_R90,0.8876889848812095,0.8876889848812095,0.0,True
Putra E1_TARGET_RUT 8 2000 FPR_at_TPR90,0.06168446026097272,0.0616844602609727,2.0816681711721685e-17,True
Putra E1_TARGET_RUT 9 200 AP,0.8454619346077552,0.8454607110675241,1.2235402311322474e-06,False
Putra E1_TARGET_RUT 9 200 AUC,0.9109318744667125,0.9109312241160434,6.503506690958005e-07,False
Putra E1_TARGET_RUT 9 200 P_at_R90,0.6723996723996724,0.6723996723996724,0.0,True
Putra E1_TARGET_RUT 9 200 FPR_at_TPR90,0.2372479240806643,0.2372479240806643,0.0,True
Putra E1_TARGET_RUT 9 500 AP,0.9113313699481008,0.9113238019765793,7.567971521571515e-06,False
Putra E1_TARGET_RUT 9 500 AUC,0.9513264552246572,0.9513232034713118,3.2517533453679803e-06,False
Putra E1_TARGET_RUT 9 500 P_at_R90,0.7804182509505704,0.7804182509505704,0.0,True
Putra E1_TARGET_RUT 9 500 FPR_at_TPR90,0.13701067615658363,0.1370106761565836,2.7755575615628914e-17,True
Putra E1_TARGET_RUT 9 1000 AP,0.9368748345984688,0.9368748345984688,0.0,True
Putra E1_TARGET_RUT 9 1000 AUC,0.9638645657738655,0.9638645657738656,1.1102230246251565e-16,True
Putra E1_TARGET_RUT 9 1000 P_at_R90,0.8218218218218218,0.8218218218218218,0.0,True
Putra E1_TARGET_RUT 9 1000 FPR_at_TPR90,0.1055753262158956,0.1055753262158956,0.0,True
Putra E1_TARGET_RUT 9 2000 AP,0.9557628305362798,0.9557546389713386,8.19156494114015e-06,False
Putra E1_TARGET_RUT 9 2000 AUC,0.97441000187301,0.9744034983663192,6.503506690735961e-06,False
Putra E1_TARGET_RUT 9 2000 P_at_R90,0.8933623503808488,0.8933623503808488,0.0,True
Putra E1_TARGET_RUT 9 2000 FPR_at_TPR90,0.05812574139976275,0.0581257413997627,5.551115123125783e-17,True
