system,rep,budget,use_dom,mode,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
TRI_RUT_200000,RUT,200000,True,url,OFFICIAL_TEST,0.005,2.2929687500000004,0.9315625,0.006815691431076,0.9913809827342516,0.960541331579018,71544,622,90638,5256,6.815691431076047,0.006292137362422,0.0073709512879322,0.9936804669632964,0.9937782845715538,0.9955790443823622,0.0033640149024764,0.0139053254437869
TRI_RUT_200000,RUT,200000,True,url,DOMAIN_OOD_EXACT,0.005,2.2929687500000004,0.9349573918743562,0.0124131564883641,0.9927414772727272,0.9629833759326496,69889,511,40655,4862,12.413156488364184,0.011365943539583,0.0135299563481142,0.9952945471354532,0.9911162207632968,0.996814909187876,0.0052227566438322,0.0223728319486955
TRI_RUT_200000,RUT,200000,True,url,TEMPLATE_OOD_EXACT,0.005,2.2929687500000004,0.9354465720973518,0.006810254138752,0.9908147263087148,0.9623349024101888,66340,615,89690,4578,6.810254138752007,0.0062842065533314,0.0073683455711087,0.9934323071962698,0.9938006221552884,0.9956014474669328,0.003122750678257,0.012269531033719
TRI_RUT_200000,RUT,200000,True,url,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.2929687500000004,0.93893747741236,0.0123167155425219,0.9923000534718508,0.964881527148481,64951,504,40416,4224,12.316715542521996,0.0112705581336445,0.0134328990808735,0.9951711710143036,0.9913550768182896,0.996846890105317,0.0048142717497556,0.0189638318670576
TRI_RUT_200000,RUT,200000,True,url,LATE_TEST_Q4,0.005,2.2929687500000004,0.9377594472267602,0.0119640021175224,0.9967831928945572,0.9663708998578664,35015,113,9332,2324,11.9640021175225,0.0098699187296896,0.0143665885888498,0.9982114655402028,0.9930364522064316,0.9977454761198458,0.0080465854949708,0.0158814187400741
TRI_RUT_200000,RUT,200000,True,text,OFFICIAL_TEST,0.005,4.332031250000001,0.442890625,0.0065417488494411,0.9827511484788072,0.6106039798583622,34014,597,90663,42786,6.5417488494411575,0.0060289701867163,0.00708625958143,0.9459536329251648,0.9518288473808808,0.8562510816089397,0.1274271312732851,0.2391737891737891
TRI_RUT_200000,RUT,200000,True,text,DOMAIN_OOD_EXACT,0.005,4.332031250000001,0.4377600299661543,0.0109070592236311,0.986464488122513,0.6064138320839859,32723,449,40717,42028,10.907059223631151,0.0099261806724353,0.0119578070961618,0.9644594815458633,0.938641722509533,0.906515809134764,0.1688772287810329,0.3048632366516057
TRI_RUT_200000,RUT,200000,True,text,TEMPLATE_OOD_EXACT,0.005,4.332031250000001,0.4410868890831664,0.0064116051159957,0.9818267419962337,0.6087100352215454,31281,579,89726,39637,6.411605115995792,0.0059014041787724,0.0069538888224709,0.9423312530038764,0.9508103373553662,0.8360366021285788,0.1386966391672665,0.2439953490947345
TRI_RUT_200000,RUT,200000,True,text,DOMAIN_TEMPLATE_OOD_EXACT,0.005,4.332031250000001,0.4367762920130105,0.0107038123167155,0.9857105572230196,0.6053272160838251,30214,438,40482,38961,10.703812316715542,0.0097293921011519,0.0117485646477522,0.961357662973934,0.9367676731171491,0.892640543679298,0.182991202346041,0.3120723362658846
TRI_RUT_200000,RUT,200000,True,text,LATE_TEST_Q4,0.005,4.332031250000001,0.4135086638635207,0.0158814187400741,0.9903784477228992,0.5834230761964141,15440,150,9295,21899,15.881418740074114,0.0134573887636649,0.018610271754054,0.9835980011640612,0.9468832958515484,0.966088056098402,0.1249338274219163,0.2051879301217575
