baseline,adapted,baseline_mean,adapted_mean,n,mean_delta,ci95_lo,ci95_hi,positive_pairs,negative_pairs,p_raw
R0,RUT,0.8944854740603976,0.9198361691712982,10,0.0253506951109007,0.021609023283204788,0.029092366938596615,10,0,0.001953125
