replicate,model_seed,label_rank_seed,rep,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,tp,fp,tn,fn,fp_per_1000,AP,P_at_R90,f1,fpr_ci_lo,fpr_ci_hi,AUC,FPR_at_TPR90,FPR_at_TPR95
0,142,9101,RUT,20000,FINAL,OFFICIAL_TEST,0.005,2.8671875000000004,0.8512239583333333,0.0054898093359631,0.9923946869070208,65374,501,90759,11426,5.489809335963182,0.9908347949625044,0.990117161763442,0.916404415629928,0.0050207114415715,0.0059907461348385,0.9911124398753104,0.0075608152531229,0.0207429322813938
0,142,9101,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.8671875000000004,0.8571524126767535,0.0100325511344313,0.993595509102751,64073,413,40753,10678,10.032551134431326,0.9938504645191122,0.9922421167517184,0.920344448673844,0.0090923790246742,0.0110427635366175,0.9886074024096168,0.0127775348588641,0.0342758587183598
0,142,9101,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.8671875000000004,0.84955864519586,0.005359614639278,0.9920306917162004,60249,484,89821,10669,5.359614639278003,0.9901502784333466,0.9896301577952072,0.9152835907057296,0.0048938206389063,0.0058576009434651,0.9909108395064384,0.0074082276728863,0.0200099662255689
0,142,9101,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.8671875000000004,0.8558149620527647,0.0097751710654936,0.9932887032096775,59201,400,40520,9974,9.775171065493646,0.9933858678359648,0.9919552681046292,0.9194415108405294,0.0088446086314668,0.0107762501394403,0.9884441373879628,0.0123411534701857,0.0325757575757575
0,142,9101,RUT,20000,FINAL,LATE_TEST_Q4,0.005,2.8671875000000004,0.862904737673746,0.0091053467443091,0.9973379557976848,32220,86,9359,5119,9.105346744309156,0.9969760308850024,0.9963618078561288,0.9252638380357529,0.0072893706354501,0.0112329807708532,0.9887703382275604,0.0130227633668607,0.0322922181048173
1,162,9102,RU,20000,FINAL,OFFICIAL_TEST,0.005,3.1250000000000004,0.7654557291666667,0.0051939513477975,0.9920014849563794,58787,474,90786,18013,5.193951347797501,0.9900276875799292,0.98782631060054,0.8641271194537745,0.0047378922131123,0.0056818815529061,0.9906041237917992,0.009335963182117,0.0265066841989918
1,162,9102,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.1250000000000004,0.7712003852791267,0.0096438808725647,0.9931604789387544,57648,397,40769,17103,9.643880872564738,0.9929870483614952,0.990055459934978,0.8682189222566944,0.0087223864306582,0.0106354936275669,0.9872251138155428,0.0164213185638633,0.044599912549191
1,162,9102,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.1250000000000004,0.7581432076482698,0.0051049222080726,0.9914986999096392,53766,461,89844,17152,5.104922208072643,0.98933233600105,0.9872566152704104,0.8592592592592593,0.0046505311982684,0.005591533930446,0.990473272421397,0.0091246331875311,0.0255135374563977
1,162,9102,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.1250000000000004,0.7643512829779545,0.0094819159335288,0.9927152566557772,52874,388,40532,16301,9.481915933528835,0.9924988910963032,0.9896233910694422,0.8636931646479414,0.0085656455518711,0.0104687628019753,0.9871555864908336,0.0159579667644183,0.0424486803519061
1,162,9102,RU,20000,FINAL,LATE_TEST_Q4,0.005,3.1250000000000004,0.7926296901363186,0.0077289571201694,0.9975395193636456,29596,73,9372,7743,7.728957120169402,0.9972274503421032,0.9962098780054482,0.8833572110792741,0.0060630205869548,0.009708326763937,0.9897165669282983,0.0135521439915299,0.0328215987294865
1,162,9102,RUT,20000,FINAL,OFFICIAL_TEST,0.005,3.3007812500000004,0.8116796875,0.0055993863686171,0.9918692718940936,62337,511,90749,14463,5.599386368617139,0.9904607143988828,0.98902561167549,0.8927732584784601,0.0051255502308494,0.0061050497664456,0.991106645704352,0.0084045584045584,0.0226934034626342
1,162,9102,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.3007812500000004,0.8166847266257308,0.0105183889617645,0.9929571737609992,61048,433,40733,13703,10.518388961764565,0.9933165989027026,0.9907088376476132,0.8962358329907804,0.0095553861988633,0.0115513363051002,0.987883608460004,0.0153281834523636,0.0375309721614924
1,162,9102,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.3007812500000004,0.8062269099523394,0.0055035712308288,0.9913824493263744,57176,497,89808,13742,5.503571230828857,0.9897346646785128,0.9884934646596047,0.8892690779292486,0.0050314536287235,0.0060078654500045,0.9909548401310924,0.0082276728863296,0.021538120812801
1,162,9102,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.3007812500000004,0.8115070473436935,0.0103128054740957,0.9925386329078114,56136,422,40498,13039,10.312805474095796,0.9928156175247363,0.9902498767317204,0.8929398010068956,0.0093566027335208,0.0113394171620089,0.9877838026793224,0.014980449657869,0.0356793743890518
1,162,9102,RUT,20000,FINAL,LATE_TEST_Q4,0.005,3.3007812500000004,0.8456037922815287,0.0091053467443091,0.9972836386607709,31574,86,9359,5765,9.105346744309156,0.9970775911986236,0.9962949789554804,0.9152016695894144,0.0072893706354501,0.0112329807708532,0.9890209500975078,0.0132345156167284,0.0302805717310746
2,182,9103,RU,20000,FINAL,OFFICIAL_TEST,0.005,2.7832031250000004,0.7766927083333334,0.005928117466579,0.991011945307438,59650,541,90719,17150,5.928117466579005,0.9878212143684336,0.9838512321438734,0.8708601294975583,0.0054403427247474,0.0064476853167276,0.9884134862931688,0.0124369932062239,0.03393600701293
2,182,9103,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.7832031250000004,0.7823574266564995,0.0109556430063644,0.9923472417830418,58482,451,40715,16269,10.955643006364475,0.9915128323217142,0.9866584564860428,0.8749289368959635,0.0099725532475157,0.01200859275532,0.9845977344194864,0.0221056211436622,0.0567215663411553
2,182,9103,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.7832031250000004,0.7693251360726473,0.0057250429101378,0.9906129711671146,54559,517,89788,16359,5.725042910137866,0.9869886843563088,0.9830798127848256,0.8660571138308173,0.0052433586375985,0.0062388801412788,0.9882274553432916,0.01216986877803,0.0329106915453186
2,182,9103,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.7832031250000004,0.7754824719913264,0.0105327468230694,0.9920295885344428,53644,431,40489,15531,10.532746823069404,0.9909208433144614,0.986051298290057,0.8704908722109533,0.0095662537970235,0.0115696054333624,0.9844938319624424,0.0215298142717497,0.0543743890518084
2,182,9103,RU,20000,FINAL,LATE_TEST_Q4,0.005,2.7832031250000004,0.7831222046653633,0.0105876124933827,0.9965917998704884,29241,100,9345,8098,10.587612493382744,0.9958782652552376,0.9942338399668816,0.8770545890821836,0.0086225737661617,0.0128626038414839,0.98592836290215,0.0206458443620963,0.0481736368448914
2,182,9103,RUT,20000,FINAL,OFFICIAL_TEST,0.005,3.69140625,0.7611458333333333,0.0058404558404558,0.9909644170947126,58456,533,90727,18344,5.84045584045584,0.9879555389520248,0.9846995469698264,0.8609828483897811,0.0053563587838773,0.0063563550035869,0.9883670336926548,0.0117795310103002,0.032106070567609
2,182,9103,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.69140625,0.7654747093684365,0.0109799348977311,0.9921625745595783,57220,452,40714,17531,10.979934897731138,0.9916213104945804,0.9869364416098526,0.8642003277376288,0.0099957414332978,0.0120339836927824,0.9848662491698064,0.0216440752076956,0.0536122042462226
2,182,9103,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.69140625,0.7523336811528808,0.0056696749903106,0.9904949318679688,53354,512,89793,17564,5.669674990310615,0.9869836316496796,0.9836959871786968,0.8551416848313886,0.005190364487596,0.0061811443147236,0.9880515598048976,0.0117158518354465,0.031371463374121
2,182,9103,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.69140625,0.7570943259848211,0.0106304985337243,0.9917624557350352,52372,435,40485,16803,10.63049853372434,0.9909640927322176,0.9863000681037076,0.8586840681412011,0.0096594676245449,0.0116718758751714,0.9846463928135004,0.02113880742913,0.0509775171065493
2,182,9103,RUT,20000,FINAL,LATE_TEST_Q4,0.005,3.69140625,0.7848897935134845,0.0104817363684489,0.9966333401346664,29307,99,9346,8032,10.481736368448914,0.9959590981036056,0.9941179947978246,0.8781781406846956,0.0085269736010823,0.0127465680253306,0.985309903875146,0.0210693488618316,0.0515616728427739
3,202,9104,RU,20000,FINAL,OFFICIAL_TEST,0.005,3.662109375,0.7533333333333333,0.0053583168967784,0.9916188190933242,57856,489,90771,18944,5.358316896778436,0.9883648765684504,0.986161440351528,0.8562062969403232,0.0048949687866437,0.0058535180716882,0.9888104763918568,0.0106289721674337,0.031634889327197
3,202,9104,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.662109375,0.7578226378242432,0.0085993295437982,0.9937896915897688,56648,354,40812,18103,8.59932954379828,0.9922831189315884,0.9899660139181096,0.8599121082631894,0.0077300402663634,0.0095389543623992,0.9857833329818124,0.0165670699120633,0.0489967448865568
3,202,9104,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.662109375,0.7446064468823148,0.005115995792038,0.9913268754223924,52806,462,89843,18112,5.115995792038093,0.9875968255934816,0.9858987427794768,0.8504340263797852,0.0046611030731377,0.0056031079698455,0.988623042571141,0.0101101821604562,0.0303748408172304
3,202,9104,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.662109375,0.7496205276472714,0.0082844574780058,0.9935050005747788,51855,339,40581,17320,8.284457478005864,0.9917294007278172,0.9896046921939822,0.8545015613542173,0.0074290457162883,0.0092106998034751,0.9856198297488096,0.0160068426197458,0.0464809384164222
3,202,9104,RU,20000,FINAL,LATE_TEST_Q4,0.005,3.662109375,0.769088620477249,0.0094229751191106,0.996910365895994,28717,89,9356,8622,9.42297511911064,0.996260335571145,0.995202984809452,0.8683044825761586,0.0075740630479439,0.0115831643408532,0.9864794254623106,0.01715193223928,0.0394917946003176
3,202,9104,RUT,20000,FINAL,OFFICIAL_TEST,0.005,3.84765625,0.749140625,0.005292570677186,0.9916748539221264,57534,483,90777,19266,5.292570677186061,0.9893146030976224,0.9867957118181948,0.8535125392198313,0.0048321243406541,0.0057848772387918,0.989634581213132,0.0101358755204909,0.0234714003944773
3,202,9104,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.84765625,0.7522842503779213,0.0085021619783316,0.993814505867383,56234,350,40816,18517,8.502161978331632,0.992953426892108,0.9902308405302416,0.8563444626337229,0.0076378906365936,0.0094367897100402,0.9870255188699218,0.0161298158674634,0.0357090803089928
3,202,9104,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.84765625,0.7389661298965002,0.0049720392004872,0.9915050610159872,52406,449,89856,18512,4.972039200487238,0.9885394533412196,0.9864591535812992,0.8468082699781052,0.0045237123304597,0.0054526019666304,0.9894166801567968,0.0097115331377,0.0222246830186589
3,202,9104,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.84765625,0.7425225876400434,0.0080889540566959,0.9935970596769512,51364,331,40589,17811,8.088954056695993,0.9924075269052745,0.9898257662469796,0.8499048564573509,0.0072438972620975,0.00900488462844,0.9868281689553708,0.0156402737047898,0.0335777126099706
3,202,9104,RUT,20000,FINAL,LATE_TEST_Q4,0.005,3.84765625,0.7825062267334423,0.0074113287453679,0.9976099426386232,29218,70,9375,8121,7.411328745367919,0.9967705944896368,0.9960326859308384,0.8770618518018221,0.0057819189546625,0.0093546164952586,0.9877111559009424,0.0141874007411328,0.0310217046056114
4,222,9105,RU,20000,FINAL,OFFICIAL_TEST,0.005,2.5742187500000004,0.8602473958333333,0.005708963401271,0.9921757674055386,66067,521,90739,10733,5.7089634012710935,0.9900490059816006,0.9891253022736703,0.9215136552570647,0.0052304359219924,0.0062193066305912,0.9902291837167388,0.0083278544817006,0.0275586237124698
4,222,9105,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.5742187500000004,0.8670251902984576,0.0106398484185978,0.9932872534444972,64811,438,40728,9940,10.639848418597872,0.99314417086209,0.9916141012792548,0.9258714285714286,0.009671223407607,0.0116783943723456,0.9871152317679994,0.0138220861876305,0.0453529611815576
4,222,9105,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.5742187500000004,0.8602188442990496,0.0056586014063451,0.991693218024579,61005,511,89794,9913,5.658601406345164,0.9893114616632604,0.9887539500588636,0.9212890949454068,0.0051797670698745,0.0061695957411615,0.9899999636803684,0.008039421958917,0.0265876751010464
4,222,9105,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.5742187500000004,0.8674521142031081,0.0104838709677419,0.9929014643832216,60006,429,40491,9169,10.483870967741936,0.9926528183707198,0.9914489084221086,0.9259470719851862,0.0095196550270775,0.0115184620960765,0.9869699227136188,0.0131231671554252,0.0435483870967741
4,222,9105,RU,20000,FINAL,LATE_TEST_Q4,0.005,2.5742187500000004,0.8611371488256246,0.0098464796188459,0.9971160107917016,32154,93,9352,5185,9.846479618845953,0.996811842199326,0.9964423361992292,0.9241514097663324,0.0079545279758889,0.0120492145515186,0.9884331701656512,0.0127051349920592,0.0359978824775013
4,222,9105,RUT,20000,FINAL,OFFICIAL_TEST,0.005,2.8339843750000004,0.8482161458333334,0.0055007670392285,0.992352806763653,65143,502,90758,11657,5.500767039228578,0.9909456324585098,0.990201415351116,0.914640738530661,0.0050311931704494,0.0060021786418116,0.9910911273564768,0.0074950690335305,0.0198553583168967
4,222,9105,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.8339843750000004,0.854222685984134,0.009983967351698,0.993604605928577,63854,411,40755,10897,9.983967351698004,0.9939358228577932,0.9920245308330754,0.9186568452552224,0.0090461093361991,0.0109918753385479,0.9887034491508356,0.013141913229364,0.03303697225866
4,222,9105,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.8339843750000004,0.8445810654558786,0.0054039089751398,0.9919183889772124,59896,488,89817,11022,5.403908975139804,0.9901919425013352,0.989643089708208,0.912339492163105,0.0049361601587686,0.0059038452414546,0.9908370200895296,0.0073971540889208,0.0191794474281601
4,222,9105,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.8339843750000004,0.8510444524756053,0.0097751710654936,0.9932513370788412,58871,400,40520,10304,9.775171065493646,0.9934426090473536,0.9915931598891824,0.9166653691045265,0.0088446086314668,0.0107762501394403,0.988511314575038,0.0129032258064516,0.031427174975562
4,222,9105,RUT,20000,FINAL,LATE_TEST_Q4,0.005,2.8339843750000004,0.8726800396368408,0.0105876124933827,0.9969404925806944,32585,100,9345,4754,10.587612493382744,0.9972013428265556,0.9965344628417404,0.9306809094024908,0.0086225737661617,0.0128626038414839,0.98945830761442,0.0123875066172578,0.0265749073583906
5,242,9106,RU,20000,FINAL,OFFICIAL_TEST,0.005,2.9472656250000004,0.808125,0.005708963401271,0.9916753215626748,62064,521,90739,14736,5.7089634012710935,0.9890885608804292,0.9871895574184888,0.8905405890160347,0.0052304359219924,0.0062193066305912,0.9894558378162897,0.0098290598290598,0.0315033968880122
5,242,9106,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.9472656250000004,0.8149188639616861,0.0108341835495311,0.9927316580293992,60916,446,40720,13835,10.834183549531168,0.9922548003790606,0.9894264705882352,0.895079823382043,0.0098566313639355,0.0118816190842704,0.9856673707308272,0.0174658698926298,0.0500170043239566
5,242,9106,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.9472656250000004,0.8030260300628895,0.0054371297270361,0.9914519498607244,56949,491,89814,13969,5.437129727036155,0.9883160306271076,0.9867363344051449,0.8873463282382087,0.0049679201348334,0.0059385231447949,0.9892376908135032,0.0095011350423564,0.0302530313936105
5,242,9106,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.9472656250000004,0.8102059992771955,0.010288367546432,0.9925443179202011,56046,421,40499,13129,10.288367546432063,0.9916952697269042,0.9890722533712416,0.8921538975820187,0.0093333151244231,0.011313833757711,0.9854884964218352,0.016813294232649,0.047238514173998
5,242,9106,RU,20000,FINAL,LATE_TEST_Q4,0.005,2.9472656250000004,0.8348911325959453,0.0091053467443091,0.9972488803582852,31174,86,9359,6165,9.105346744309156,0.996783794226648,0.9958840425216902,0.908876222685462,0.0072893706354501,0.0112329807708532,0.9880994160905764,0.014716781365802,0.0362096347273689
5,242,9106,RUT,20000,FINAL,OFFICIAL_TEST,0.005,3.3085937500000004,0.8178125,0.0058404558404558,0.9915852291564704,62808,533,90727,13992,5.84045584045584,0.990088416018038,0.9885172527205388,0.8963543859398748,0.0053563587838773,0.0063563550035869,0.990486532868544,0.0087990357221126,0.0248191978961209
5,242,9106,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.3085937500000004,0.8240692432208265,0.0110042267890978,0.9926997888901424,61600,453,40713,13151,11.0042267890978,0.9930639154173948,0.9903012642206426,0.9005584632028304,0.0100189308790364,0.0120593733743419,0.9872022886798272,0.0160083564106301,0.0404945829082252
5,242,9106,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.3085937500000004,0.8125581657689163,0.0056364542384142,0.9912443664636872,57625,509,89796,13293,5.636454238414263,0.9893372260752944,0.9879905905658042,0.8930508632179277,0.0051585736577138,0.0061464971748354,0.9902786526763924,0.0085931011571895,0.0236642489341675
5,242,9106,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.3085937500000004,0.8191832309360318,0.0105816226783968,0.9924168126094572,56667,433,40487,12508,10.581622678396872,0.9925309523563156,0.9898569157392688,0.8975173233023165,0.0096128580086034,0.0116207433473733,0.987020568132801,0.0155913978494623,0.0385630498533724
5,242,9106,RUT,20000,FINAL,LATE_TEST_Q4,0.005,3.3085937500000004,0.8396314845068159,0.0100582318687136,0.9969789480379062,31351,95,9350,5988,10.058231868713603,0.9969409531029132,0.996237037037037,0.9115650214436288,0.0081451174263453,0.0122818881316613,0.9886399729852696,0.013446267866596,0.0302805717310746
6,262,9107,RU,20000,FINAL,OFFICIAL_TEST,0.005,2.5820312500000004,0.7980208333333333,0.0060048213894367,0.9911378485024904,61288,548,90712,15512,6.004821389436774,0.987263603388178,0.9818886900196028,0.8841570731988805,0.0055138513070616,0.0065275767679852,0.9869971788194446,0.0139710716633793,0.0396559281174665
6,262,9107,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.5820312500000004,0.8030795574641142,0.0115386483991643,0.9921495388887052,60031,475,40691,14720,11.53864839916436,0.9910999345818834,0.9847486900266386,0.8876583097362799,0.0105294093389848,0.0126176366973411,0.9831232379641108,0.0253121508040616,0.064640722926687
6,262,9107,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.5820312500000004,0.7934938943568629,0.0057804108299651,0.9908090500924376,56273,522,89783,14645,5.780410829965118,0.986306912488228,0.981168911025026,0.8812415337514584,0.0052963644324834,0.0062966043559304,0.9866405980195038,0.0135651403576767,0.0388793533026964
6,262,9107,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.5820312500000004,0.7989013371882906,0.0110948191593352,0.9918518252629313,55264,454,40466,13911,11.09481915933529,0.990411314724274,0.984270018180381,0.8849815442018367,0.0101025216410244,0.0121573730911986,0.9828286845629666,0.0243157380254154,0.0621456500488758
6,262,9107,RU,20000,FINAL,LATE_TEST_Q4,0.005,2.5820312500000004,0.7925225635394627,0.0094229751191106,0.99700144873825,29592,89,9356,7747,9.42297511911064,0.9955145391062936,0.9940034856585828,0.8830796777081468,0.0075740630479439,0.0115831643408532,0.9832325410903728,0.0214928533615669,0.0562202223398623
6,262,9107,RUT,20000,FINAL,OFFICIAL_TEST,0.005,2.5253906250000004,0.8315234375,0.005873328950252,0.991676630898955,63861,536,90724,12939,5.873328950252027,0.9884154258737524,0.9855446419661568,0.9045659610331666,0.0053878494923933,0.0063906071314035,0.9882968537409142,0.0111111111111111,0.0348345386806925
6,262,9107,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.5253906250000004,0.8366309480809622,0.0112957294854977,0.9926195162211924,62539,465,40701,12212,11.29572948549774,0.992148630283152,0.9879594144163988,0.9079743022031868,0.0102973010253625,0.0123639530638652,0.9852485927378885,0.0199193509206626,0.0559685177087888
6,262,9107,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.5253906250000004,0.8286612707634169,0.005680748574276,0.991346153846154,58767,513,89792,12151,5.680748574276064,0.9874403190453336,0.9850757786214772,0.9027327608719028,0.0052009623779022,0.0061926924170524,0.9879212092562304,0.0107081556945905,0.0357898233763357
6,262,9107,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.5253906250000004,0.8340440910733646,0.0108748778103616,0.99234606123151,57695,445,40475,11480,10.87487781036168,0.991490671726358,0.9875015860931354,0.9063346816950084,0.009892595494676,0.0119274589888564,0.9849330711665664,0.0192570869990224,0.0551319648093841
6,262,9107,RUT,20000,FINAL,LATE_TEST_Q4,0.005,2.5253906250000004,0.8312488283028469,0.0113287453679195,0.996564456574089,31038,107,9338,6301,11.328745367919534,0.99585625146486,0.9947017907355336,0.9064306991414054,0.0092932119619061,0.0136734374603017,0.9845232180948787,0.0189518263631551,0.0618316569613552
7,282,9108,RU,20000,FINAL,OFFICIAL_TEST,0.005,3.0292968750000004,0.8292578125,0.0054898093359631,0.9921948027668724,63687,501,90759,13113,5.489809335963182,0.9897815022177454,0.9899319727891156,0.903438590518342,0.0050207114415715,0.0059907461348385,0.9895038244952608,0.007703265395573,0.0270874424720578
7,282,9108,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.0292968750000004,0.8358550387285789,0.009983967351698,0.9934649875977868,62481,411,40755,12270,9.983967351698004,0.9931308141120512,0.9918334856570064,0.9078703602798543,0.0090461093361991,0.0109918753385479,0.986691239456283,0.0134577078171306,0.0425836855657581
7,282,9108,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.0292968750000004,0.8263487407992329,0.0053153203034162,0.9918758356887768,58603,480,89825,12315,5.3153203034162,0.989034070085924,0.9897346834343842,0.901577680171691,0.0048514893424932,0.005811348446895,0.9892439937373526,0.0073307125851281,0.0255356846243286
7,282,9108,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.0292968750000004,0.8334080231297434,0.0096529814271749,0.9931950521999792,57651,395,40525,11524,9.652981427174977,0.9926259357629535,0.9916085474984871,0.9063126370646356,0.0087283468449769,0.0106481574853043,0.9865031814348764,0.0128787878787878,0.0402981427174975
7,282,9108,RU,20000,FINAL,LATE_TEST_Q4,0.005,3.0292968750000004,0.8480677040092129,0.0091053467443091,0.9972915091962712,31666,86,9359,5673,9.105346744309156,0.9968588082095436,0.9963254904284952,0.9166461623076811,0.0072893706354501,0.0112329807708532,0.988000818789733,0.0131286394917946,0.0330333509793541
7,282,9108,RUT,20000,FINAL,OFFICIAL_TEST,0.005,3.0058593750000004,0.85046875,0.0056980056980056,0.9921015857585516,65316,520,90740,11484,5.698005698005698,0.9906703129995096,0.990811748347978,0.9158417229871842,0.0052199452809014,0.0062078830102889,0.9906018158255488,0.0070238877931185,0.0205785667324128
7,282,9108,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.0058593750000004,0.8553062835279795,0.0103969295049312,0.993350216739431,63935,428,40738,10816,10.396929504931254,0.9938553304555968,0.9924779870503384,0.9191742024526646,0.009439582563485,0.0114242447772478,0.9882493843673776,0.0123888645969975,0.031239372297527
7,282,9108,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.0058593750000004,0.8472884176090696,0.0055367919827252,0.9917475407671488,60088,500,89805,10830,5.536791982725209,0.9899872098602456,0.9905027932960894,0.9138442352440193,0.0050632270652262,0.0060425299327948,0.9903849089907248,0.0067770333868556,0.0192458889319528
7,282,9108,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.0058593750000004,0.8524177809902421,0.0100684261974584,0.9930614032133114,58966,412,40508,10209,10.068426197458455,0.9934049816056992,0.992178290374996,0.9173803800767,0.009123790636372,0.0110835193476463,0.9881049447810584,0.0119990224828934,0.0288367546432062
7,282,9108,RUT,20000,FINAL,LATE_TEST_Q4,0.005,3.0058593750000004,0.8674843996893329,0.0098464796188459,0.9971370520871814,32391,93,9352,4948,9.846479618845953,0.9969723597618616,0.9963833634719712,0.927803159417384,0.0079545279758889,0.0120492145515186,0.9885591545029088,0.0129168872419269,0.0283748014822657
8,302,9109,RU,20000,FINAL,OFFICIAL_TEST,0.005,2.6679687500000004,0.8293359375,0.0055555555555555,0.9921028037383176,63693,507,90753,13107,5.555555555555555,0.9883096963126744,0.9868227567992004,0.9034468085106384,0.0050836090098445,0.0060593340025993,0.9879965996163664,0.0101139601139601,0.031108919570458
8,302,9109,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.6679687500000004,0.8352797955880189,0.009765340329398,0.9936028007638448,62438,402,40764,12313,9.765340329398049,0.9921902128140324,0.9901395184552894,0.907588432382932,0.0088379681771999,0.0107628062658638,0.9851825685853952,0.0162755672156634,0.0481465286887237
8,302,9109,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.6679687500000004,0.8267576637807045,0.0054149825591052,0.9917288273202416,58632,489,89816,12286,5.414982559105255,0.9875168613813504,0.9864169486810996,0.9017602411584216,0.004946746311838,0.0059154050466745,0.9877255594920958,0.0097336803056309,0.0295443220198217
8,302,9109,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.6679687500000004,0.8330610769786773,0.0094819159335288,0.9933120744635008,57627,388,40532,11548,9.481915933528835,0.991623859270262,0.989779699272022,0.9061561443509708,0.0085656455518711,0.0104687628019753,0.9849670495128136,0.015713587487781,0.0457966764418377
8,302,9109,RU,20000,FINAL,LATE_TEST_Q4,0.005,2.6679687500000004,0.8157958167063928,0.0097406034939121,0.99698883906654,30461,92,9353,6878,9.740603493912124,0.9956743195553108,0.9954974969637728,0.8973369469156895,0.0078593210560565,0.0119327912847939,0.9842816657664072,0.0160931709899417,0.0459502382212811
8,302,9109,RUT,20000,FINAL,OFFICIAL_TEST,0.005,2.4199218750000004,0.8581640625,0.0060157790927021,0.991738894907909,65907,549,90711,10893,6.01577909270217,0.9898248236843816,0.9899176512710348,0.9201289998324677,0.0055243542324746,0.0065389881376409,0.9896939222413982,0.0077142230988384,0.0228796844181459
8,302,9109,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.4199218750000004,0.8637075089296464,0.0104940970703979,0.9933533348719132,64563,432,40734,10188,10.494097070397904,0.9932859008955685,0.9921108899211089,0.9240049804645571,0.0095322227674736,0.0115259206947193,0.9871714759246304,0.012996161881164,0.0367050478550259
8,302,9109,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.4199218750000004,0.8562142192391212,0.0058911466696196,0.9913147111161902,60721,532,89773,10197,5.891146669619623,0.9891952551269988,0.9894637351059048,0.918824855679385,0.0054024102967866,0.0064120186065406,0.989540825373058,0.0075300370965062,0.0212834283815957
8,302,9109,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.4199218750000004,0.8620889049512107,0.0102394916911045,0.993022946015253,59635,419,40501,9540,10.239491691104591,0.9928576532034662,0.9917800363207696,0.9229352544707458,0.0092867441371784,0.0112626627327889,0.9870956641976144,0.0126099706744868,0.034188660801564
