replicate,model_seed,label_rank_seed,rep,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
3,202,9104,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.662109375,0.7496205276472714,0.0082844574780058,0.9935050005747788,0.8545015613542173,51855,339,40581,17320,8.284457478005864,0.0074290457162883,0.0092106998034751,0.9917294007278172,0.9856198297488096,0.9896046921939822,0.0160068426197458,0.0464809384164222
3,202,9104,RU,20000,FINAL,LATE_TEST_Q4,0.005,3.662109375,0.769088620477249,0.0094229751191106,0.996910365895994,0.8683044825761586,28717,89,9356,8622,9.42297511911064,0.0075740630479439,0.0115831643408532,0.996260335571145,0.9864794254623106,0.995202984809452,0.01715193223928,0.0394917946003176
3,202,9104,RUT,20000,FINAL,OFFICIAL_TEST,0.005,3.84765625,0.749140625,0.005292570677186,0.9916748539221264,0.8535125392198313,57534,483,90777,19266,5.292570677186061,0.0048321243406541,0.0057848772387918,0.9893146030976224,0.989634581213132,0.9867957118181948,0.0101358755204909,0.0234714003944773
3,202,9104,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.84765625,0.7522842503779213,0.0085021619783316,0.993814505867383,0.8563444626337229,56234,350,40816,18517,8.502161978331632,0.0076378906365936,0.0094367897100402,0.992953426892108,0.9870255188699218,0.9902308405302416,0.0161298158674634,0.0357090803089928
3,202,9104,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.84765625,0.7389661298965002,0.0049720392004872,0.9915050610159872,0.8468082699781052,52406,449,89856,18512,4.972039200487238,0.0045237123304597,0.0054526019666304,0.9885394533412196,0.9894166801567968,0.9864591535812992,0.0097115331377,0.0222246830186589
3,202,9104,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.84765625,0.7425225876400434,0.0080889540566959,0.9935970596769512,0.8499048564573509,51364,331,40589,17811,8.088954056695993,0.0072438972620975,0.00900488462844,0.9924075269052745,0.9868281689553708,0.9898257662469796,0.0156402737047898,0.0335777126099706
3,202,9104,RUT,20000,FINAL,LATE_TEST_Q4,0.005,3.84765625,0.7825062267334423,0.0074113287453679,0.9976099426386232,0.8770618518018221,29218,70,9375,8121,7.411328745367919,0.0057819189546625,0.0093546164952586,0.9967705944896368,0.9877111559009424,0.9960326859308384,0.0141874007411328,0.0310217046056114
4,222,9105,RU,20000,FINAL,OFFICIAL_TEST,0.005,2.5742187500000004,0.8602473958333333,0.005708963401271,0.9921757674055386,0.9215136552570647,66067,521,90739,10733,5.7089634012710935,0.0052304359219924,0.0062193066305912,0.9900490059816006,0.9902291837167388,0.9891253022736703,0.0083278544817006,0.0275586237124698
4,222,9105,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.5742187500000004,0.8670251902984576,0.0106398484185978,0.9932872534444972,0.9258714285714286,64811,438,40728,9940,10.639848418597872,0.009671223407607,0.0116783943723456,0.99314417086209,0.9871152317679994,0.9916141012792548,0.0138220861876305,0.0453529611815576
4,222,9105,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.5742187500000004,0.8602188442990496,0.0056586014063451,0.991693218024579,0.9212890949454068,61005,511,89794,9913,5.658601406345164,0.0051797670698745,0.0061695957411615,0.9893114616632604,0.9899999636803684,0.9887539500588636,0.008039421958917,0.0265876751010464
