run,model_seed,label_rank_seed,budget,rep,probe,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
1,62,20260823,5000,RUT,MLP,FINAL,OFFICIAL_TEST,0.0001,7.041100978851319,0.2563932291666667,0.0001205347359193513,0.9994416810476093,0.4080951690120412,19691,11,91249,57109,0.12053473591935131,6.017199236596024e-05,0.000215659678825251,0.9796680550433711,0.9820890100799458,0.9472645543251836,0.042165242165242166,0.0834100372561911
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_OOD_EXACT,0.0001,7.041100978851319,0.26217709462080774,0.0002672108050332799,0.9994390330970473,0.41538787621873674,19598,11,41155,55153,0.2672108050332799,0.00013339797691676333,0.0004780635240094981,0.9844833790064064,0.9729593362369746,0.9576518483722651,0.07226837681581888,0.1329252295583734
1,62,20260823,5000,RUT,MLP,FINAL,TEMPLATE_OOD_EXACT,0.0001,7.041100978851319,0.26073775346174455,0.00011073583965450419,0.9994594886762878,0.41358100627383443,18491,10,90295,52427,0.11073583965450419,5.310337564936145e-05,0.0002036376912756663,0.9783824853662078,0.9820272339962168,0.9431834973549664,0.04257793034715686,0.08285255522950002
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0001,7.041100978851319,0.26615106613661005,0.00024437927663734115,0.9994571413061181,0.42036166034978767,18411,10,40910,50764,0.24437927663734116,0.00011719538338530166,0.0004493761158050493,0.9835003686253542,0.9730362186515351,0.9544527740728816,0.07260508308895405,0.13172043010752688
1,62,20260823,5000,RUT,MLP,FINAL,LATE_TEST_Q4,0.0001,7.041100978851319,0.2869385896783524,0.00021175224986765483,0.9998133631952221,0.4459057330142545,10714,2,9443,26625,0.21175224986765484,2.5645208655171814e-05,0.0007647103975401616,0.9942955470624647,0.9793047237172317,0.9848800070325548,0.05463208046585495,0.0996294335627316
1,62,20260823,5000,RUT,MLP,FINAL,OFFICIAL_TEST,0.0005,5.567739963531495,0.3843359375,0.0006026736795967565,0.998140132557825,0.5549768736133569,29517,55,91205,47283,0.6026736795967566,0.0004540475590476993,0.0007843913246546381,0.9796680550433711,0.9820890100799458,0.9472645543251836,0.042165242165242166,0.0834100372561911
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_OOD_EXACT,0.0005,5.567739963531495,0.39159342349935117,0.0012145945683330905,0.9982947957165268,0.5625282253802619,29272,50,41116,45479,1.2145945683330905,0.0009016257322838223,0.0016009818613583076,0.9844833790064064,0.9729593362369746,0.9576518483722651,0.07226837681581888,0.1329252295583734
1,62,20260823,5000,RUT,MLP,FINAL,TEMPLATE_OOD_EXACT,0.0005,5.567739963531495,0.3889844609267041,0.0005758263662034217,0.9981185324553151,0.5598035634563091,27586,52,90253,43332,0.5758263662034218,0.00043008364189517855,0.000755051970102723,0.9783824853662078,0.9820272339962168,0.9431834973549664,0.04257793034715686,0.08285255522950002
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0005,5.567739963531495,0.3957643657390676,0.0011485826001955035,0.9982861726954493,0.5668174618784874,27377,47,40873,41798,1.1485826001955035,0.000844053577975626,0.001527082048518831,0.9835003686253542,0.9730362186515351,0.9544527740728816,0.07260508308895405,0.13172043010752688
1,62,20260823,5000,RUT,MLP,FINAL,LATE_TEST_Q4,0.0005,5.567739963531495,0.397814617424141,0.000741132874536792,0.9995289684408856,0.5691187739463602,14854,7,9438,22485,0.741132874536792,0.00029802412010012313,0.0015264170052670643,0.9942955470624647,0.9793047237172317,0.9848800070325548,0.05463208046585495,0.0996294335627316
1,62,20260823,5000,RUT,MLP,FINAL,OFFICIAL_TEST,0.001,5.011847972869874,0.4403125,0.0011176857330703486,0.9969927472138688,0.6108491844144583,33816,102,91158,42984,1.1176857330703485,0.0009114282071811041,0.0013566319794742422,0.9796680550433711,0.9820890100799458,0.9472645543251836,0.042165242165242166,0.0834100372561911
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_OOD_EXACT,0.001,5.011847972869874,0.44780671830477187,0.002259145897099548,0.9972294217535079,0.6180690189996122,33474,93,41073,41277,2.259145897099548,0.0018237976842568702,0.0027669024755243893,0.9844833790064064,0.9729593362369746,0.9576518483722651,0.07226837681581888,0.1329252295583734
1,62,20260823,5000,RUT,MLP,FINAL,TEMPLATE_OOD_EXACT,0.001,5.011847972869874,0.44473899433148145,0.001085211228614141,0.9969024590682091,0.6150785912087056,31540,98,90207,39378,1.085211228614141,0.000881112028857822,0.0013223679356598713,0.9783824853662078,0.9820272339962168,0.9431834973549664,0.04257793034715686,0.08285255522950002
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.001,5.011847972869874,0.45182508131550414,0.002174975562072336,0.997160541092394,0.6218724818193575,31255,89,40831,37920,2.174975562072336,0.0017470369195837596,0.0026758231867637493,0.9835003686253542,0.9730362186515351,0.9544527740728816,0.07260508308895405,0.13172043010752688
1,62,20260823,5000,RUT,MLP,FINAL,LATE_TEST_Q4,0.001,5.011847972869874,0.44393261737057765,0.001482265749073584,0.99915611814346,0.6147341875428805,16576,14,9431,20763,1.482265749073584,0.0008105979531466697,0.002485740678683342,0.9942955470624647,0.9793047237172317,0.9848800070325548,0.05463208046585495,0.0996294335627316
1,62,20260823,5000,RUT,MLP,FINAL,OFFICIAL_TEST,0.0025,4.130661964416505,0.541796875,0.0027832566294104756,0.9939327345690808,0.7013078945594282,41610,254,91006,35190,2.7832566294104755,0.002451861687236825,0.0031468541499222458,0.9796680550433711,0.9820890100799458,0.9472645543251836,0.042165242165242166,0.0834100372561911
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_OOD_EXACT,0.0025,4.130661964416505,0.5495846209415258,0.005441383666132245,0.9945770590229023,0.7079624667189398,41082,224,40942,33669,5.4413836661322454,0.004753666223607067,0.006200203380911822,0.9844833790064064,0.9729593362369746,0.9576518483722651,0.07226837681581888,0.1329252295583734
1,62,20260823,5000,RUT,MLP,FINAL,TEMPLATE_OOD_EXACT,0.0025,4.130661964416505,0.5437829606023858,0.0027462488234317036,0.9936102236421726,0.7028889091406177,38564,248,90057,32354,2.7462488234317037,0.002415449645249187,0.0031096015301189913,0.9783824853662078,0.9820272339962168,0.9431834973549664,0.04257793034715686,0.08285255522950002
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0025,4.130661964416505,0.5514853632092519,0.005327468230694037,0.9943180337269008,0.7094716482862509,38149,218,40702,31026,5.327468230694037,0.004645227206378914,0.006081276587293532,0.9835003686253542,0.9730362186515351,0.9544527740728816,0.07260508308895405,0.13172043010752688
1,62,20260823,5000,RUT,MLP,FINAL,LATE_TEST_Q4,0.0025,4.130661964416505,0.5348830981011811,0.0038115404976177872,0.9982007197121151,0.6965316407135508,19972,36,9409,17367,3.8115404976177873,0.002670940929938948,0.005272911173891044,0.9942955470624647,0.9793047237172317,0.9848800070325548,0.05463208046585495,0.0996294335627316
1,62,20260823,5000,RUT,MLP,FINAL,OFFICIAL_TEST,0.005,3.362313032150269,0.6359375,0.005599386368617138,0.9896455998865271,0.7743101521192857,48840,511,90749,27960,5.599386368617139,0.005125550230849498,0.0061050497664456044,0.9796680550433711,0.9820890100799458,0.9472645543251836,0.042165242165242166,0.0834100372561911
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_OOD_EXACT,0.005,3.362313032150269,0.6439512514882744,0.010907059223631152,0.9907584645466708,0.7805669066614775,48136,449,40717,26615,10.907059223631151,0.009926180672435305,0.011957807096161817,0.9844833790064064,0.9729593362369746,0.9576518483722651,0.07226837681581888,0.1329252295583734
1,62,20260823,5000,RUT,MLP,FINAL,TEMPLATE_OOD_EXACT,0.005,3.362313032150269,0.6355086155841958,0.005570012734621561,0.9889625208461336,0.7737831573525623,45069,503,89802,25849,5.570012734621561,0.005095004908234046,0.006077190021981198,0.9783824853662078,0.9820272339962168,0.9431834973549664,0.04257793034715686,0.08285255522950002
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.362313032150269,0.6437585833032164,0.010777126099706744,0.990194116469882,0.7802502014927989,44532,441,40479,24643,10.777126099706745,0.009799328532184537,0.011825241505595175,0.9835003686253542,0.9730362186515351,0.9544527740728816,0.07260508308895405,0.13172043010752688
1,62,20260823,5000,RUT,MLP,FINAL,LATE_TEST_Q4,0.005,3.362313032150269,0.6210396636224859,0.00698782424563261,0.9971619006665233,0.7653893124731821,23189,66,9379,14150,6.98782424563261,0.00540838462655161,0.008881760488141311,0.9942955470624647,0.9793047237172317,0.9848800070325548,0.05463208046585495,0.0996294335627316
1,62,20260823,5000,RUT,MLP,FINAL,OFFICIAL_TEST,0.01,2.475996017456055,0.7342447916666667,0.010760464606618452,0.9828836366171652,0.8405628596130341,56390,982,90278,20410,10.760464606618452,0.010101189400696138,0.011451107289313377,0.9796680550433711,0.9820890100799458,0.9472645543251836,0.042165242165242166,0.0834100372561911
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_OOD_EXACT,0.01,2.475996017456055,0.7419566293427513,0.020526648204829228,0.9849929848864262,0.8463733614125043,55462,845,40321,19289,20.52664820482923,0.019178673733543244,0.021942831599929553,0.9844833790064064,0.9729593362369746,0.9576518483722651,0.07226837681581888,0.1329252295583734
1,62,20260823,5000,RUT,MLP,FINAL,TEMPLATE_OOD_EXACT,0.01,2.475996017456055,0.7324092614004907,0.010708155694590554,0.9817229908520451,0.8389352801511799,51941,967,89338,18977,10.708155694590554,0.01004707922409433,0.011400937343960459,0.9783824853662078,0.9820272339962168,0.9431834973549664,0.04257793034715686,0.08285255522950002
1,62,20260823,5000,RUT,MLP,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.01,2.475996017456055,0.7408167690639682,0.02030791788856305,0.9840428596117288,0.8452809025830501,51246,831,40089,17929,20.30791788856305,0.01896316647761248,0.0217213261068878,0.9835003686253542,0.9730362186515351,0.9544527740728816,0.07260508308895405,0.13172043010752688
