run,model_seed,label_rank_seed,budget,rep,probe,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
4,122,20260853,2000,RUT,LINEAR,FINAL,OFFICIAL_TEST,0.0001,6.976745605468751,0.13755208333333332,8.766162612316459e-05,0.9992432841468029,0.24181660028384383,10564,8,91252,66236,0.08766162612316458,3.784680345607049e-05,0.00017272100333487177,0.9714844192535997,0.9752967881801766,0.9166047843844481,0.06891299583607276,0.11660092044707429
4,122,20260853,2000,RUT,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.0001,6.976745605468751,0.14021217107463446,0.00017004323956663266,0.9993325705568269,0.24592029470078247,10481,7,41159,64270,0.17004323956663267,6.836884696294378e-05,0.0003503224774645219,0.9794570849727297,0.9645492388078272,0.9379748776645429,0.10807462469027838,0.17150075304863235
4,122,20260853,2000,RUT,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.0001,6.976745605468751,0.13435235060210385,8.858867172360335e-05,0.9991610738255033,0.23685584309046162,9528,8,90297,61390,0.08858867172360335,3.824705158183679e-05,0.0001745474965300543,0.9692927301089767,0.974962781238963,0.9109943907625994,0.06905486960854881,0.11737999003377443
4,122,20260853,2000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0001,6.976745605468751,0.13708709794000723,0.0001710654936461388,0.9992623814541622,0.2410983283544143,9483,7,40913,59692,0.1710654936461388,6.877987802579052e-05,0.00035242833066212654,0.9773395943642489,0.9634522378500135,0.9323140508243609,0.1104594330400782,0.17526881720430107
4,122,20260853,2000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.0001,6.976745605468751,0.16395725648785453,0.0,1.0,0.28172384436621345,6122,0,9445,31217,0.0,0.0,0.0003904880016567448,0.9915355118880064,0.9696042969504464,0.9750304506699148,0.09115934356802541,0.1385918475383801
4,122,20260853,2000,RUT,LINEAR,FINAL,OFFICIAL_TEST,0.0005,5.380237579345704,0.28954427083333334,0.00041639272408503175,0.9982940516273849,0.44889225334342664,22237,38,91222,54563,0.41639272408503175,0.00029468059645674507,0.0005714872108718163,0.9714844192535997,0.9752967881801766,0.9166047843844481,0.06891299583607276,0.11660092044707429
4,122,20260853,2000,RUT,LINEAR,FINAL,DOMAIN_OOD_EXACT,0.0005,5.380237579345704,0.294658265441265,0.0008259243064665015,0.9984587488667271,0.45503093656712557,22026,34,41132,52725,0.8259243064665015,0.0005720422899630094,0.0011539570091688908,0.9794570849727297,0.9645492388078272,0.9379748776645429,0.10807462469027838,0.17150075304863235
4,122,20260853,2000,RUT,LINEAR,FINAL,TEMPLATE_OOD_EXACT,0.0005,5.380237579345704,0.28744465438957667,0.00042079619068711587,0.998139352690594,0.4463493940289683,20385,38,90267,50533,0.4207961906871159,0.00029779709858528776,0.000577530370123158,0.9692927301089767,0.974962781238963,0.9109943907625994,0.06905486960854881,0.11737999003377443
4,122,20260853,2000,RUT,LINEAR,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0005,5.380237579345704,0.29280809541019154,0.0008308895405669599,0.9983242150919217,0.4528078333184297,20255,34,40886,48920,0.83088954056696,0.0005754816513257596,0.0011608931416603077,0.9773395943642489,0.9634522378500135,0.9323140508243609,0.1104594330400782,0.17526881720430107
4,122,20260853,2000,RUT,LINEAR,FINAL,LATE_TEST_Q4,0.0005,5.380237579345704,0.3210316291277217,0.0005293806246691371,0.9995830553702468,0.4859824451156474,11987,5,9440,25352,0.5293806246691372,0.00017191007756170364,0.0012349617296594268,0.9915355118880064,0.9696042969504464,0.9750304506699148,0.09115934356802541,0.1385918475383801
